#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"Streptococcus sp. HMSC074F10","Bacteria;Terrabacteria group;Firmicutes","HMSC074F10","SAMN04477546","PRJNA296310","GCA_001808795.1","Scaffold",2.05477,35.3,,"LTKY01",38,1952,"2016-10-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/808/795/GCA_001808795.1_ASM180879v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/808/795/GCF_001808795.1_ASM180879v1"
"Streptococcus sp. 544","Bacteria;Terrabacteria group;Firmicutes","544","SAMN11665868","PRJNA556140","GCA_013277385.1","Scaffold",2.15261,39.8,,"VMMU01",42,1963,"2020-06-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/277/385/GCA_013277385.1_ASM1327738v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/277/385/GCF_013277385.1_ASM1327738v1"
"Streptococcus sp. 3705","Bacteria;Terrabacteria group;Firmicutes","3705","SAMN11665879","PRJNA556140","GCA_013277145.1","Scaffold",1.99077,40.1,,"VMMJ01",48,1753,"2020-06-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/277/145/GCA_013277145.1_ASM1327714v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/277/145/GCF_013277145.1_ASM1327714v1"
"Streptococcus sp. 16.1","Bacteria;Terrabacteria group;Firmicutes","16.1","SAMN15793731","PRJNA656387","GCA_016648675.1","Scaffold",2.21568,39.9,,"JACLQN01",69,1962,"2021-01-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/648/675/GCA_016648675.1_ASM1664867v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/648/675/GCF_016648675.1_ASM1664867v1"
"Streptococcus sp. 1449","Bacteria;Terrabacteria group;Firmicutes","1449","SAMN11665886","PRJNA556140","GCA_013277005.1","Scaffold",2.11097,40,,"VMMC01",54,1921,"2020-06-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/277/005/GCA_013277005.1_ASM1327700v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/277/005/GCF_013277005.1_ASM1327700v1"
"Streptococcus sp. HMSC034B04","Bacteria;Terrabacteria group;Firmicutes","HMSC034B04","SAMN04498621","PRJNA296250","GCA_001835835.1","Scaffold",2.10756,38.8,,"LTSC01",87,1902,"2016-10-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/835/835/GCA_001835835.1_ASM183583v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/835/835/GCF_001835835.1_ASM183583v1"
"Streptococcus sp. 53","Bacteria;Terrabacteria group;Firmicutes","53","SAMN11665908","PRJNA556140","GCA_013276565.1","Scaffold",2.10346,40,,"VMLG01",56,1924,"2020-06-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/276/565/GCA_013276565.1_ASM1327656v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/276/565/GCF_013276565.1_ASM1327656v1"
"Streptococcus sp. HMSC066E07","Bacteria;Terrabacteria group;Firmicutes","HMSC066E07","SAMN04480406","PRJNA300138","GCA_001814695.1","Scaffold",1.88713,38.9,,"LTUH01",65,1769,"2016-10-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/814/695/GCA_001814695.1_ASM181469v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/814/695/GCF_001814695.1_ASM181469v1"
"Streptococcus sp. HMSC072G02","Bacteria;Terrabacteria group;Firmicutes","HMSC072G02","SAMN04498620","PRJNA296247","GCA_001837765.1","Scaffold",2.07253,35.2,,"LTOP01",43,1983,"2016-10-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/837/765/GCA_001837765.1_ASM183776v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/837/765/GCF_001837765.1_ASM183776v1"
"Streptococcus sp. HMSC076C08","Bacteria;Terrabacteria group;Firmicutes","HMSC076C08","SAMN04477605","PRJNA299920","GCA_001810825.1","Scaffold",1.99815,41.2,,"LTHE01",38,1865,"2016-10-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/810/825/GCA_001810825.1_ASM181082v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/810/825/GCF_001810825.1_ASM181082v1"
"Streptococcus sp. HMSC10E12","Bacteria;Terrabacteria group;Firmicutes","HMSC10E12","SAMN03287009","PRJNA269849","GCA_001807855.1","Scaffold",2.34767,39.7,,"LTZZ01",58,2075,"2016-10-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/807/855/GCA_001807855.1_ASM180785v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/807/855/GCF_001807855.1_ASM180785v1"
"Streptococcus sp. HMSC063B03","Bacteria;Terrabacteria group;Firmicutes","HMSC063B03","SAMN04498613","PRJNA296235","GCA_001836965.1","Scaffold",2.01744,39.9,,"LTPX01",60,1887,"2016-10-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/836/965/GCA_001836965.1_ASM183696v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/836/965/GCF_001836965.1_ASM183696v1"
"Streptococcus sp. HMSC066F01","Bacteria;Terrabacteria group;Firmicutes","HMSC066F01","SAMN04498629","PRJNA296262","GCA_001837335.1","Scaffold",1.95833,41.2,,"LTPJ01",59,1863,"2016-10-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/837/335/GCA_001837335.1_ASM183733v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/837/335/GCF_001837335.1_ASM183733v1"
"Streptococcus sp. HMSC056D07","Bacteria;Terrabacteria group;Firmicutes","HMSC056D07","SAMN04480393","PRJNA300124","GCA_001814455.1","Scaffold",2.02195,38.7,,"LTUV01",73,1848,"2016-10-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/814/455/GCA_001814455.1_ASM181445v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/814/455/GCF_001814455.1_ASM181445v1"
"Streptococcus sp. UMB0029","Bacteria;Terrabacteria group;Firmicutes","UMB0029","SAMN07511435","PRJNA316969","GCA_002871495.1","Scaffold",2.2707,39.3,,"PNGD01",41,2041,"2018-01-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/871/495/GCA_002871495.1_ASM287149v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/871/495/GCF_002871495.1_ASM287149v1"
"Streptococcus sp. 5004","Bacteria;Terrabacteria group;Firmicutes","5004","SAMN11665899","PRJNA556140","GCA_013276755.1","Scaffold",2.03618,40,,"VMLP01",39,1841,"2020-06-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/276/755/GCA_013276755.1_ASM1327675v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/276/755/GCF_013276755.1_ASM1327675v1"
"Streptococcus sp. 563","Bacteria;Terrabacteria group;Firmicutes","563","SAMN11665875","PRJNA556140","GCA_013277235.1","Scaffold",2.20691,39.8,,"VMMN01",65,2031,"2020-06-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/277/235/GCA_013277235.1_ASM1327723v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/277/235/GCF_013277235.1_ASM1327723v1"
"Streptococcus sp. HMSC066F10","Bacteria;Terrabacteria group;Firmicutes","HMSC066F10","SAMN04480364","PRJNA300087","GCA_001813805.1","Scaffold",1.92624,38.7,,"LTVZ01",58,1729,"2016-10-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/813/805/GCA_001813805.1_ASM181380v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/813/805/GCF_001813805.1_ASM181380v1"
"Streptococcus sp. HMSC065H07","Bacteria;Terrabacteria group;Firmicutes","HMSC065H07","SAMN04498619","PRJNA296244","GCA_001837325.1","Scaffold",2.28471,39.5,,"LTPK01",52,2040,"2016-10-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/837/325/GCA_001837325.1_ASM183732v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/837/325/GCF_001837325.1_ASM183732v1"
"Streptococcus sp. HMSC034F02","Bacteria;Terrabacteria group;Firmicutes","HMSC034F02","SAMN04498664","PRJNA296338","GCA_001835965.1","Scaffold",2.1021,38.6,,"LTRW01",87,1918,"2016-10-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/835/965/GCA_001835965.1_ASM183596v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/835/965/GCF_001835965.1_ASM183596v1"
"Streptococcus sp. 2018037","Bacteria;Terrabacteria group;Firmicutes","2018037","SAMN20800771","PRJNA754713","GCA_019754195.1","Scaffold",2.1618,41.1,,"JAIJZQ01",57,1979,"2021-08-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/754/195/GCA_019754195.1_ASM1975419v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/754/195/GCF_019754195.1_ASM1975419v1"
"Streptococcus sp. 2785","Bacteria;Terrabacteria group;Firmicutes","2785","SAMN11665898","PRJNA556140","GCA_013276775.1","Scaffold",2.11095,40,,"VMLQ01",32,1888,"2020-06-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/276/775/GCA_013276775.1_ASM1327677v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/276/775/GCF_013276775.1_ASM1327677v1"
"Streptococcus sp. HMSC065G04","Bacteria;Terrabacteria group;Firmicutes","HMSC065G04","SAMN04480392","PRJNA300122","GCA_001814385.1","Scaffold",2.05131,35.3,,"LTUX01",55,1968,"2016-10-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/814/385/GCA_001814385.1_ASM181438v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/814/385/GCF_001814385.1_ASM181438v1"
"Streptococcus sp. HMSC072C09","Bacteria;Terrabacteria group;Firmicutes","HMSC072C09","SAMN04480070","PRJNA300047","GCA_001813105.1","Scaffold",2.1325,41.9,,"LTXE01",27,1984,"2016-10-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/813/105/GCA_001813105.1_ASM181310v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/813/105/GCF_001813105.1_ASM181310v1"
"Streptococcus sp. 714","Bacteria;Terrabacteria group;Firmicutes","714","SAMN11665881","PRJNA556140","GCA_013277115.1","Scaffold",1.96044,40,,"VMMH01",50,1763,"2020-06-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/277/115/GCA_013277115.1_ASM1327711v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/277/115/GCF_013277115.1_ASM1327711v1"
"Streptococcus sp. IMAU 99199","Bacteria;Terrabacteria group;Firmicutes","IMAU 99199","SAMN20805514","PRJNA755077","GCA_020089495.1","Scaffold",2.0025,39.8,,"JAIRCA01",106,1848,"2021-09-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/089/495/GCA_020089495.1_ASM2008949v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/089/495/GCF_020089495.1_ASM2008949v1"
"Streptococcus sp. HMSC074F05","Bacteria;Terrabacteria group;Firmicutes","HMSC074F05","SAMN04477535","PRJNA296292","GCA_001808725.1","Scaffold",2.09321,41.9,,"LTLB01",21,1912,"2016-10-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/808/725/GCA_001808725.1_ASM180872v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/808/725/GCF_001808725.1_ASM180872v1"
"Streptococcus sp. HMSC064D12","Bacteria;Terrabacteria group;Firmicutes","HMSC064D12","SAMN04498650","PRJNA296304","GCA_001837205.1","Scaffold",2.11123,39.8,,"LTPP01",71,1911,"2016-10-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/837/205/GCA_001837205.1_ASM183720v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/837/205/GCF_001837205.1_ASM183720v1"
"Streptococcus sp. 9903","Bacteria;Terrabacteria group;Firmicutes","9903","SAMN11665906","PRJNA556140","GCA_013276625.1","Scaffold",2.11851,40,,"VMLI01",45,1948,"2020-06-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/276/625/GCA_013276625.1_ASM1327662v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/276/625/GCF_013276625.1_ASM1327662v1"
"Streptococcus sp. HMSC072E12","Bacteria;Terrabacteria group;Firmicutes","HMSC072E12","SAMN04477588","PRJNA299925","GCA_001810915.1","Scaffold",2.11841,35.2,,"LTGZ01",49,2042,"2016-10-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/810/915/GCA_001810915.1_ASM181091v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/810/915/GCF_001810915.1_ASM181091v1"
"Streptococcus sp. HMSC056C01","Bacteria;Terrabacteria group;Firmicutes","HMSC056C01","SAMN04477620","PRJNA299949","GCA_001811305.1","Scaffold",2.07004,39.2,,"LTGH01",44,1934,"2016-10-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/811/305/GCA_001811305.1_ASM181130v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/811/305/GCF_001811305.1_ASM181130v1"
"Streptococcus sp. HMSC36C04","Bacteria;Terrabacteria group;Firmicutes","HMSC36C04","SAMN04498868","PRJNA274520","GCA_001839535.1","Scaffold",1.85498,38.9,,"LTLK01",49,1715,"2016-10-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/839/535/GCA_001839535.1_ASM183953v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/839/535/GCF_001839535.1_ASM183953v1"
"Streptococcus sp. HMSC034A12","Bacteria;Terrabacteria group;Firmicutes","HMSC034A12","SAMN04498604","PRJNA296217","GCA_001835825.1","Scaffold",1.86948,39,,"LTSD01",83,1691,"2016-10-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/835/825/GCA_001835825.1_ASM183582v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/835/825/GCF_001835825.1_ASM183582v1"
"Streptococcus sp. 4094","Bacteria;Terrabacteria group;Firmicutes","4094","SAMN11665880","PRJNA556140","GCA_013277125.1","Scaffold",2.2086,39.8,,"VMMI01",92,2028,"2020-06-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/277/125/GCA_013277125.1_ASM1327712v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/277/125/GCF_013277125.1_ASM1327712v1"
"Streptococcus sp. HMSC078D09","Bacteria;Terrabacteria group;Firmicutes","HMSC078D09","SAMN04480352","PRJNA300080","GCA_001813675.1","Scaffold",2.16357,41.6,,"LTWF01",31,2020,"2016-10-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/813/675/GCA_001813675.1_ASM181367v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/813/675/GCF_001813675.1_ASM181367v1"
"Streptococcus sp. 428","Bacteria;Terrabacteria group;Firmicutes","428","SAMN11665893","PRJNA556140","GCA_013276875.1","Scaffold",2.10401,40,,"VMLV01",44,1883,"2020-06-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/276/875/GCA_013276875.1_ASM1327687v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/276/875/GCF_013276875.1_ASM1327687v1"
"Streptococcus sp. HMSC072G04","Bacteria;Terrabacteria group;Firmicutes","HMSC072G04","SAMN04480066","PRJNA300058","GCA_001813295.1","Scaffold",2.23519,41.7,,"LTWX01",50,2096,"2016-10-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/813/295/GCA_001813295.1_ASM181329v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/813/295/GCF_001813295.1_ASM181329v1"
"Streptococcus sp. HMSC076E03","Bacteria;Terrabacteria group;Firmicutes","HMSC076E03","SAMN04461800","PRJNA296205","GCA_001808585.1","Scaffold",2.11212,35.3,,"LTLI01",64,2000,"2016-10-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/808/585/GCA_001808585.1_ASM180858v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/808/585/GCF_001808585.1_ASM180858v1"
"Streptococcus sp. HMSC061D10","Bacteria;Terrabacteria group;Firmicutes","HMSC061D10","SAMN04477560","PRJNA296336","GCA_001808865.1","Scaffold",2.09606,39.2,,"LTKV01",52,1958,"2016-10-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/808/865/GCA_001808865.1_ASM180886v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/808/865/GCF_001808865.1_ASM180886v1"
"Streptococcus sp. 15.1","Bacteria;Terrabacteria group;Firmicutes","15.1","SAMN15793730","PRJNA656387","GCA_016648795.1","Scaffold",2.22827,39.9,,"JACLQO01",84,1970,"2021-01-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/648/795/GCA_016648795.1_ASM1664879v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/648/795/GCF_016648795.1_ASM1664879v1"
"Streptococcus sp. HMSC073D05","Bacteria;Terrabacteria group;Firmicutes","HMSC073D05","SAMN04477645","PRJNA299986","GCA_001812015.1","Scaffold",2.02288,41.9,,"LTEZ01",25,1874,"2016-10-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/812/015/GCA_001812015.1_ASM181201v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/812/015/GCF_001812015.1_ASM181201v1"
"Streptococcus sp. HMSC073F11","Bacteria;Terrabacteria group;Firmicutes","HMSC073F11","SAMN04477582","PRJNA299918","GCA_001810785.1","Scaffold",1.87558,40.4,,"LTHG01",21,1787,"2016-10-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/810/785/GCA_001810785.1_ASM181078v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/810/785/GCF_001810785.1_ASM181078v1"
"Streptococcus sp. HMSC067H01","Bacteria;Terrabacteria group;Firmicutes","HMSC067H01","SAMN04480408","PRJNA300141","GCA_001814775.1","Scaffold",2.0524,39.6,,"LTUF01",56,1927,"2016-10-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/814/775/GCA_001814775.1_ASM181477v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/814/775/GCF_001814775.1_ASM181477v1"
"Streptococcus sp. HMSC064H09","Bacteria;Terrabacteria group;Firmicutes","HMSC064H09","SAMN04480035","PRJNA300021","GCA_001812625.1","Scaffold",2.24356,39.9,,"LTYB01",80,2042,"2016-10-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/812/625/GCA_001812625.1_ASM181262v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/812/625/GCF_001812625.1_ASM181262v1"
"Streptococcus sp. HMSC065E03","Bacteria;Terrabacteria group;Firmicutes","HMSC065E03","SAMN04480422","PRJNA300155","GCA_001815045.1","Scaffold",2.17071,41.9,,"LTTR01",29,2031,"2016-10-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/815/045/GCA_001815045.1_ASM181504v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/815/045/GCF_001815045.1_ASM181504v1"
"Streptococcus sp. HMSC057F04","Bacteria;Terrabacteria group;Firmicutes","HMSC057F04","SAMN04480375","PRJNA300103","GCA_001814045.1","Scaffold",1.95324,35.2,,"LTVM01",38,1828,"2016-10-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/814/045/GCA_001814045.1_ASM181404v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/814/045/GCF_001814045.1_ASM181404v1"
"Streptococcus sp. HMSC074B11","Bacteria;Terrabacteria group;Firmicutes","HMSC074B11","SAMN04477510","PRJNA296226","GCA_001808705.1","Scaffold",2.1305,39.1,,"LTLD01",101,1988,"2016-10-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/808/705/GCA_001808705.1_ASM180870v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/808/705/GCF_001808705.1_ASM180870v1"
"Streptococcus sp. HMSC061E03","Bacteria;Terrabacteria group;Firmicutes","HMSC061E03","SAMN04480345","PRJNA300071","GCA_001813505.1","Scaffold",2.21499,41.6,,"LTWN01",30,2055,"2016-10-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/813/505/GCA_001813505.1_ASM181350v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/813/505/GCF_001813505.1_ASM181350v1"
"Streptococcus sp. 1621","Bacteria;Terrabacteria group;Firmicutes","1621","SAMN11665905","PRJNA556140","GCA_013276615.1","Scaffold",2.10823,40,,"VMLJ01",63,1882,"2020-06-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/276/615/GCA_013276615.1_ASM1327661v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/276/615/GCF_013276615.1_ASM1327661v1"
"Streptococcus sp. 1171_SSPC","Bacteria;Terrabacteria group;Firmicutes","1171_SSPC","SAMN03197128","PRJNA267549","GCA_001069335.1","Scaffold",2.04273,41.7,,"JWAK01",45,1908,"2015-07-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/069/335/GCA_001069335.1_ASM106933v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/069/335/GCF_001069335.1_ASM106933v1"
"Streptococcus sp. HMSC076C09","Bacteria;Terrabacteria group;Firmicutes","HMSC076C09","SAMN04498651","PRJNA296311","GCA_001837905.1","Scaffold",2.21645,41.4,,"LTOI01",48,2035,"2016-10-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/837/905/GCA_001837905.1_ASM183790v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/837/905/GCF_001837905.1_ASM183790v1"
"Streptococcus sp. HMSC057G03","Bacteria;Terrabacteria group;Firmicutes","HMSC057G03","SAMN04477536","PRJNA296293","GCA_001808745.1","Scaffold",2.10561,42,,"LTLA01",24,1944,"2016-10-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/808/745/GCA_001808745.1_ASM180874v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/808/745/GCF_001808745.1_ASM180874v1"
"Streptococcus sp. HMSC077D04","Bacteria;Terrabacteria group;Firmicutes","HMSC077D04","SAMN04477544","PRJNA296308","GCA_001808785.1","Scaffold",2.09417,39.5,,"LTKZ01",116,1891,"2016-10-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/808/785/GCA_001808785.1_ASM180878v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/808/785/GCF_001808785.1_ASM180878v1"
"Streptococcus sp. HMSC065C01","Bacteria;Terrabacteria group;Firmicutes","HMSC065C01","SAMN04480358","PRJNA300072","GCA_001813525.1","Scaffold",2.18999,41.8,,"LTWM01",51,2026,"2016-10-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/813/525/GCA_001813525.1_ASM181352v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/813/525/GCF_001813525.1_ASM181352v1"
"Streptococcus sp. HMSC068F04","Bacteria;Terrabacteria group;Firmicutes","HMSC068F04","SAMN04498582","PRJNA296178","GCA_001837455.1","Scaffold",2.17991,39.6,,"LTPD01",90,1949,"2016-10-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/837/455/GCA_001837455.1_ASM183745v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/837/455/GCF_001837455.1_ASM183745v1"
"Streptococcus sp. DD13","Bacteria;Terrabacteria group;Firmicutes","DD13","SAMN04325020","PRJNA304333","GCA_001578875.1","Scaffold",1.71673,43.7,,"LQRH01",15,1488,"2016-03-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/578/875/GCA_001578875.1_ASM157887v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/578/875/GCF_001578875.1_ASM157887v1"
"Streptococcus sp. 400_SSPC","Bacteria;Terrabacteria group;Firmicutes","400_SSPC","SAMN03197590","PRJNA267549","GCA_001072745.1","Scaffold",1.94664,42.2,,"JVIQ01",77,1843,"2015-07-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/072/745/GCA_001072745.1_ASM107274v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/072/745/GCF_001072745.1_ASM107274v1"
"Streptococcus sp. HMSC078D02","Bacteria;Terrabacteria group;Firmicutes","HMSC078D02","SAMN04480350","PRJNA300077","GCA_001813595.1","Scaffold",2.03398,35.3,,"LTWI01",96,1945,"2016-10-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/813/595/GCA_001813595.1_ASM181359v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/813/595/GCF_001813595.1_ASM181359v1"
"Streptococcus sp. HMSC056B03","Bacteria;Terrabacteria group;Firmicutes","HMSC056B03","SAMN04498628","PRJNA296260","GCA_001836325.1","Scaffold",2.03836,35.3,,"LTRD01",92,1949,"2016-10-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/836/325/GCA_001836325.1_ASM183632v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/836/325/GCF_001836325.1_ASM183632v1"
"Streptococcus sp. HMSC076D11","Bacteria;Terrabacteria group;Firmicutes","HMSC076D11","SAMN04477557","PRJNA296331","GCA_001808815.1","Scaffold",2.03679,35.3,,"LTKW01",92,1949,"2016-10-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/808/815/GCA_001808815.1_ASM180881v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/808/815/GCF_001808815.1_ASM180881v1"
