#Datasets	CMB001.A0101.unmapped	CMB002.A0101.unmapped	CMB003.A0101.unmapped	CMB004.A0101.unmapped	CMB005.A0101.unmapped	CMB006.A0101.unmapped	CMB007.A0101.unmapped	CMB008.A0101.unmapped	CS01.unmapped	CS02.unmapped.10M	CS03.unmapped.10M	CS04.unmapped.10M	CS07.unmapped	CS08.unmapped	CS09.unmapped.10M	CS10.unmapped.10M	CS11.unmapped.10M	CS12.unmapped	CS13.unmapped.10M	CS14.unmapped	CS15.unmapped.10M	CS16.unmapped.10M	CS17.unmapped.10M	CS18.unmapped	CS19.unmapped	CS20.unmapped.10M	CS21.unmapped.10M	CS22.unmapped.10M	CS23.unmapped.10M	CS24.unmapped	CS26.unmapped	CS27.unmapped	CS28.unmapped.10M	CS29.unmapped.10M	CS30.unmapped	CS31.unmapped.10M	CS32.unmapped.10M	CS33.unmapped.10M	CS34.unmapped	CS35.unmapped.10M	CS36.unmapped	CS37.unmapped.10M	CS38.unmapped.10M	CS39.unmapped	CS40.unmapped	CS42.unmapped	CS43.unmapped	CS44.unmapped	CS45.unmapped	CS46.unmapped.10M	CS47.unmapped.10M	CS48.unmapped	ELR003.A0101.unmapped	ELR004.A0101.unmapped	ELR006.A0101.unmapped.10M	ELR008.A0101.unmapped.10M	ELR010.A0101.unmapped.10M	IVE002.B0101.unmapped.10M	IVE003.A0101.unmapped	IVE005.A0101.unmapped	IVE005.B0101.unmapped.10M	IVE007.B0101.unmapped.10M	JAE006.A0101.unmapped.10M	JAE007.A0101.unmapped.10M	JAE008.A0101.unmapped.10M	JAE009.A0101.unmapped.10M	JAE010.A0101.unmapped.10M	JAE012.A0101.unmapped.10M	JAE013.A0101.unmapped.10M	JAE014.A0101.unmapped.10M	JAE015.A0101.unmapped.10M	JAE016.A0101.unmapped.10M	KT01calc.unmapped.10M	KT02calc.unmapped	KT03calc.unmapped	KT04calc.unmapped	KT05calc.unmapped	KT06calc.unmapped	KT07calc.unmapped	KT08calc.unmapped	KT09calc.unmapped	KT10calc.unmapped	KT11calc.unmapped	KT12calc.unmapped	KT13calc.unmapped	KT14calc.unmapped	KT15calc.unmapped	KT16calc.unmapped	KT17calc.unmapped	KT18calc.unmapped	KT19calc.unmapped	KT20calc.unmapped	KT21calc.unmapped	KT22calc.unmapped	KT23calc.unmapped	KT24calc.unmapped	KT25calc.unmapped	KT26calc.unmapped	KT27calc.unmapped	KT28calc.unmapped	KT29calc.unmapped	KT30calc.unmapped	KT31calc.unmapped	KT32calc.unmapped	KT33calc.unmapped	KT34calc.unmapped	KT35calc.unmapped	KT36calc.unmapped	MID022.A0101.unmapped.10M	MID023.A0101.unmapped	MID024.A0101.unmapped	MID025.A0101.unmapped	MID026.A0101.unmapped	MID027.A0101.unmapped	MID028.A0101.unmapped	MID029.A0101.unmapped	MID030.A0101.unmapped.10M	MID031.A0101.unmapped	MID032.A0101.unmapped.10M	MID033.A0101.unmapped	MID034.A0101.unmapped.10M	MID035.A0101.unmapped	MID036.A0101.unmapped	MID037.A0101.unmapped.10M	MID038.A0101.unmapped	MID039.A0101.unmapped	MID040.A0101.unmapped	MID041.A0101.unmapped	MID042.A0101.unmapped	MID043.A0101.unmapped	MID044.A0101.unmapped	MID045.A0101.unmapped.10M	MID046.A0101.unmapped	MID047.A0101.unmapped	MID048.A0101.unmapped	MID049.A0101.unmapped.10M	MID050.A0101.unmapped.10M	MID051.A0101.unmapped	MID052.A0101.unmapped	MID053.A0101.unmapped	MID054.A0101.unmapped.10M	MID055.A0101.unmapped.10M	MID056.A0101.unmapped.10M	MID057.A0101.unmapped.10M	MID058.A0101.unmapped	MID059.A0101.unmapped.10M	MID060.A0101.unmapped	MID061.A0101.unmapped.10M	MID062.A0101.unmapped	MID063.A0101.unmapped	MID064.A0101.unmapped	MID065.A0101.unmapped.10M	MID066.A0101.unmapped	MID067.A0101.unmapped	MID068.A0101.unmapped	MID068.B0101.unmapped	MID070.A0101.unmapped.10M	MID071.A0101.unmapped.10M	MID072.A0101.unmapped.10M	MID073.A0101.unmapped.10M	MID074.A0101.unmapped	MID075.A0101.unmapped	MID076.A0101.unmapped	MID077.A0101.unmapped.10M	MID078.A0101.unmapped	MID079.A0101.unmapped	MID080.A0101.unmapped	MID081.A0101.unmapped	MID082.A0101.unmapped.10M	MID083.A0101.unmapped.10M	MID084.A0101.unmapped.10M	MID085.A0101.unmapped.10M	MID086.A0101.unmapped	MID087.A0101.unmapped	MID088.A0101.unmapped.10M	MID089.A0101.unmapped	MID090.A0101.unmapped	MID091.A0101.unmapped.10M	MID092.A0101.unmapped.10M	MID093.A0101.unmapped.10M	MID094.A0101.unmapped.10M	MID097.A0101.unmapped.10M	MID101.A0101.unmapped	MID102.A0101.unmapped.10M
"Selenomonas flueggei"	0.0	0.0	0.0	0.0	0.0	430.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	603.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	519.0	0.0	365.0	0.0	0.0	0.0	0.0	0.0	0.0	350.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	215.0	0.0	190.0	0.0	932.0	0.0	0.0	0.0	428.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	597.0	0.0	0.0	0.0	0.0	231.0	0.0	0.0	0.0	421.0	0.0	646.0	0.0	0.0	0.0	581.0	0.0	0.0	650.0	0.0	0.0	0.0	483.0	598.0	0.0	0.0	0.0	0.0	0.0	0.0	1287.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	610.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	608.0	982.0	0.0	469.0	699.0	0.0	0.0	0.0	0.0	731.0	0.0	0.0	0.0	598.0	0.0	0.0	0.0	0.0	0.0	0.0
"Selenomonas infelix"	0.0	1738.0	473.0	0.0	3511.0	4189.0	275.0	0.0	3067.0	0.0	0.0	2361.0	1096.0	1292.0	2790.0	962.0	689.0	1026.0	2793.0	329.0	5560.0	1982.0	1259.0	0.0	2076.0	0.0	0.0	2182.0	2305.0	1045.0	366.0	42.0	0.0	0.0	0.0	2076.0	0.0	1427.0	1700.0	0.0	0.0	0.0	0.0	1787.0	0.0	577.0	0.0	4782.0	535.0	10107.0	3243.0	105.0	1402.0	1854.0	2406.0	1471.0	0.0	3307.0	2544.0	2520.0	1022.0	2494.0	0.0	0.0	3679.0	6716.0	0.0	3753.0	3289.0	2429.0	1711.0	2453.0	3484.0	214.0	2624.0	554.0	3043.0	0.0	3265.0	1079.0	0.0	257.0	1256.0	401.0	642.0	1915.0	1432.0	958.0	385.0	1299.0	6703.0	1502.0	567.0	1134.0	930.0	1290.0	1057.0	773.0	812.0	0.0	7609.0	1621.0	4340.0	3012.0	3429.0	1004.0	593.0	635.0	2764.0	1010.0	1366.0	0.0	5124.0	986.0	2500.0	779.0	829.0	1978.0	3270.0	1448.0	515.0	4217.0	3029.0	3705.0	1132.0	3402.0	1805.0	5190.0	1048.0	1375.0	5579.0	7901.0	0.0	3915.0	3489.0	6723.0	1666.0	486.0	809.0	0.0	2282.0	7454.0	12522.0	1681.0	0.0	2394.0	2205.0	1487.0	1862.0	0.0	1140.0	3347.0	6042.0	774.0	1663.0	905.0	1871.0	9246.0	871.0	2750.0	1441.0	0.0	550.0	5598.0	5996.0	9221.0	2379.0	6106.0	8916.0	4153.0	2756.0	1146.0	1026.0	5889.0	798.0	2379.0	1114.0	5838.0	439.0	4089.0	4201.0	2111.0	5284.0	6133.0
"Selenomonas noxia"	0.0	5239.0	0.0	0.0	12486.0	12705.0	1214.0	0.0	2787.0	0.0	395.0	4360.0	3787.0	4122.0	14885.0	4162.0	1203.0	4741.0	12587.0	5671.0	19384.0	3093.0	1102.0	0.0	2404.0	1131.0	1535.0	2409.0	2028.0	2100.0	816.0	50.0	0.0	0.0	1541.0	2148.0	802.0	1357.0	0.0	0.0	0.0	0.0	0.0	7643.0	0.0	1570.0	0.0	11676.0	496.0	5874.0	9638.0	324.0	2760.0	6257.0	4182.0	3889.0	0.0	2735.0	6250.0	1087.0	0.0	4838.0	0.0	0.0	8933.0	19635.0	12501.0	11148.0	4737.0	2853.0	986.0	11695.0	16263.0	1327.0	14006.0	1400.0	16156.0	0.0	9597.0	5380.0	0.0	910.0	7687.0	1600.0	3830.0	23418.0	2773.0	6431.0	1249.0	5141.0	9940.0	4433.0	4414.0	7003.0	2262.0	5607.0	5218.0	3969.0	5608.0	0.0	33554.0	6607.0	13625.0	7822.0	15882.0	4938.0	3273.0	1323.0	4045.0	2219.0	5210.0	493.0	19466.0	1246.0	11450.0	1086.0	1577.0	886.0	1693.0	2544.0	0.0	14328.0	6097.0	19595.0	1113.0	3272.0	975.0	13241.0	9405.0	5264.0	18637.0	3964.0	0.0	2140.0	14600.0	12244.0	1556.0	0.0	1706.0	0.0	2653.0	19314.0	41564.0	5320.0	0.0	5128.0	3301.0	1374.0	7986.0	0.0	2317.0	2854.0	18233.0	2698.0	10494.0	1071.0	2844.0	10723.0	1620.0	7995.0	5352.0	0.0	0.0	10977.0	16406.0	22492.0	6513.0	8740.0	14312.0	6266.0	2379.0	6260.0	3800.0	25642.0	1628.0	7418.0	3981.0	15289.0	601.0	4962.0	9433.0	4255.0	8793.0	16967.0
"Selenomonas ruminantium"	458.0	557.0	461.0	516.0	0.0	0.0	376.0	343.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	791.0	0.0	0.0	0.0	0.0	0.0	514.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	186.0	36.0	390.0	0.0	0.0	0.0	0.0	0.0	0.0	402.0	0.0	608.0	419.0	0.0	434.0	0.0	0.0	501.0	0.0	0.0	0.0	0.0	558.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	801.0	0.0	0.0	0.0	0.0	0.0	0.0	423.0	0.0	0.0	0.0	228.0	272.0	192.0	191.0	436.0	434.0	0.0	174.0	301.0	0.0	483.0	0.0	0.0	0.0	386.0	231.0	0.0	0.0	217.0	519.0	278.0	519.0	0.0	0.0	0.0	242.0	345.0	0.0	0.0	711.0	349.0	0.0	0.0	0.0	0.0	719.0	443.0	0.0	297.0	0.0	0.0	0.0	0.0	0.0	0.0	490.0	0.0	0.0	0.0	485.0	0.0	331.0	411.0	0.0	0.0	0.0	0.0	582.0	729.0	370.0	597.0	0.0	497.0	589.0	599.0	1082.0	0.0	695.0	601.0	0.0	0.0	0.0	503.0	0.0	0.0	847.0	0.0	768.0	797.0	0.0	189.0	438.0	0.0	0.0	0.0	0.0	609.0	672.0	0.0	1778.0	0.0	397.0	0.0	784.0	0.0	0.0	538.0	1223.0	967.0	0.0	0.0	0.0	0.0
"Selenomonas sputigena"	1534.0	3299.0	1057.0	592.0	2099.0	5917.0	734.0	619.0	2209.0	1490.0	532.0	6965.0	670.0	0.0	4268.0	821.0	7535.0	4145.0	3886.0	194.0	12450.0	1455.0	3842.0	0.0	2462.0	1087.0	1635.0	5448.0	1160.0	398.0	1588.0	513.0	3486.0	0.0	0.0	3049.0	2108.0	2373.0	970.0	1004.0	337.0	3757.0	630.0	3555.0	2948.0	925.0	519.0	35771.0	716.0	17401.0	5842.0	255.0	3584.0	941.0	3197.0	1165.0	0.0	672.0	1134.0	1157.0	0.0	1045.0	0.0	0.0	3486.0	10748.0	5575.0	10900.0	4374.0	9826.0	13473.0	35213.0	5989.0	2193.0	2589.0	1266.0	722.0	491.0	1345.0	0.0	210.0	849.0	2418.0	2138.0	2773.0	16058.0	11917.0	1350.0	2003.0	4254.0	2640.0	8534.0	2114.0	1655.0	1028.0	5383.0	2891.0	2293.0	3751.0	488.0	18491.0	3108.0	6168.0	2668.0	3349.0	1420.0	6229.0	2277.0	2237.0	0.0	8583.0	1247.0	2258.0	1876.0	1763.0	986.0	13177.0	2947.0	2892.0	3075.0	5874.0	4636.0	2057.0	8888.0	1168.0	4451.0	1687.0	3856.0	1739.0	2179.0	6753.0	23498.0	355.0	15877.0	9415.0	9850.0	4738.0	742.0	8036.0	1559.0	9588.0	6300.0	18628.0	4419.0	3076.0	10176.0	16231.0	0.0	18153.0	2705.0	4676.0	4771.0	4978.0	2963.0	3006.0	5350.0	2652.0	4890.0	12438.0	8379.0	3964.0	767.0	3607.0	7353.0	7731.0	9232.0	2783.0	5677.0	16551.0	2576.0	16183.0	543.0	3832.0	7255.0	7354.0	2441.0	626.0	18527.0	3605.0	29498.0	4674.0	7598.0	6564.0	5250.0
"Selenomonas sp. F0473"	0.0	0.0	0.0	0.0	477.0	704.0	0.0	0.0	5515.0	0.0	0.0	0.0	0.0	0.0	518.0	0.0	0.0	0.0	1263.0	1593.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	726.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	807.0	292.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	538.0	8107.0	13809.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2438.0	0.0	0.0	1234.0	5519.0	0.0	0.0	0.0	0.0	0.0	0.0	602.0	0.0	394.0	0.0	0.0	0.0	256.0	0.0	0.0	383.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	217.0	0.0	271.0	0.0	1024.0	210.0	0.0	0.0	445.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	625.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	430.0	0.0	565.0	0.0	0.0	0.0	0.0	0.0	0.0	649.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5480.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	651.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	523.0	0.0	0.0	0.0	655.0	0.0	490.0	0.0	0.0	612.0	0.0	0.0	0.0	665.0	0.0	500.0	0.0	0.0	0.0	0.0
"Selenomonas sp. oral taxon 126"	0.0	1848.0	0.0	0.0	2407.0	4527.0	0.0	0.0	5889.0	0.0	0.0	3351.0	636.0	594.0	2647.0	1005.0	1133.0	958.0	1962.0	356.0	4551.0	916.0	2993.0	0.0	1902.0	0.0	0.0	1619.0	1636.0	916.0	708.0	107.0	0.0	0.0	0.0	1295.0	0.0	682.0	1242.0	0.0	0.0	680.0	0.0	1801.0	263.0	614.0	0.0	3889.0	0.0	7438.0	1962.0	88.0	1033.0	1080.0	4214.0	979.0	0.0	1242.0	1531.0	1906.0	617.0	1273.0	0.0	0.0	3741.0	4073.0	1980.0	4844.0	2723.0	3930.0	3394.0	15541.0	2640.0	433.0	1102.0	616.0	2075.0	0.0	5485.0	626.0	0.0	233.0	2096.0	314.0	527.0	1549.0	2033.0	613.0	1064.0	2389.0	3975.0	1503.0	709.0	1051.0	613.0	1061.0	1089.0	626.0	841.0	0.0	5485.0	1513.0	4987.0	2014.0	3547.0	749.0	897.0	1664.0	1702.0	599.0	2152.0	0.0	3773.0	701.0	2453.0	1029.0	1347.0	2562.0	4485.0	1455.0	789.0	3897.0	1744.0	3130.0	949.0	3349.0	1835.0	3867.0	838.0	942.0	5659.0	3614.0	0.0	2551.0	2616.0	5680.0	1800.0	0.0	1215.0	0.0	2112.0	2556.0	8959.0	1733.0	621.0	2827.0	4242.0	1001.0	2118.0	0.0	1520.0	1845.0	4231.0	743.0	1476.0	688.0	2229.0	4913.0	1270.0	4632.0	990.0	0.0	1031.0	4078.0	4154.0	6304.0	1734.0	2969.0	6101.0	2251.0	3420.0	1097.0	1443.0	4261.0	770.0	1757.0	726.0	5147.0	2055.0	4920.0	3457.0	2213.0	4605.0	2192.0
"Selenomonas sp. oral taxon 136"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	671.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	465.0	0.0	593.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	670.0	617.0	0.0	0.0	0.0	282.0	0.0	265.0	0.0	0.0	0.0	0.0	0.0	0.0	373.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	865.0	0.0	0.0	0.0	405.0	0.0	0.0	0.0	0.0	0.0	0.0	502.0	0.0	0.0	0.0	0.0	0.0	246.0	0.0	0.0	0.0	368.0	0.0	0.0	0.0	0.0	0.0	520.0	0.0	0.0	489.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	953.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	562.0	1243.0	0.0	472.0	547.0	0.0	0.0	0.0	0.0	599.0	0.0	0.0	0.0	570.0	0.0	528.0	0.0	0.0	0.0	0.0
"Selenomonas sp. oral taxon 138"	0.0	1878.0	0.0	0.0	2164.0	2966.0	0.0	0.0	2202.0	0.0	0.0	1961.0	600.0	692.0	4547.0	948.0	558.0	859.0	2632.0	841.0	5668.0	1296.0	974.0	0.0	1096.0	0.0	0.0	1833.0	1244.0	1254.0	325.0	47.0	0.0	0.0	0.0	959.0	0.0	551.0	595.0	0.0	0.0	0.0	0.0	2343.0	0.0	635.0	0.0	7041.0	324.0	16840.0	2218.0	80.0	1147.0	1039.0	2780.0	462.0	0.0	883.0	971.0	1069.0	0.0	838.0	0.0	0.0	1834.0	3011.0	1235.0	5166.0	6239.0	2222.0	1626.0	3109.0	2134.0	210.0	640.0	331.0	1732.0	0.0	1899.0	586.0	0.0	175.0	860.0	244.0	344.0	1360.0	766.0	545.0	309.0	758.0	3916.0	875.0	290.0	689.0	367.0	844.0	742.0	512.0	751.0	0.0	4377.0	764.0	2141.0	1283.0	1926.0	483.0	453.0	415.0	1278.0	649.0	2864.0	0.0	3410.0	492.0	4629.0	533.0	831.0	3662.0	1304.0	1171.0	876.0	3717.0	1769.0	3294.0	536.0	1952.0	851.0	3309.0	877.0	979.0	3206.0	3446.0	0.0	2383.0	4143.0	5195.0	1158.0	0.0	1516.0	0.0	1266.0	1495.0	13050.0	1354.0	0.0	1416.0	2343.0	0.0	1752.0	0.0	732.0	1901.0	5701.0	609.0	1719.0	510.0	1104.0	3507.0	846.0	2248.0	780.0	0.0	422.0	3616.0	4255.0	9730.0	1894.0	2727.0	8296.0	2318.0	2333.0	987.0	874.0	4974.0	698.0	1705.0	555.0	8396.0	498.0	8809.0	2636.0	2617.0	5085.0	3017.0
"Selenomonas sp. oral taxon 149"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	683.0	0.0	648.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	230.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	690.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	513.0	638.0	0.0	0.0	0.0	0.0	268.0	0.0	0.0	0.0	436.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1155.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	545.0	903.0	0.0	0.0	603.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	576.0	0.0	0.0	0.0	0.0	0.0	0.0
"Selenomonas sp. oral taxon 478"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	478.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	295.0	0.0	282.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	705.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	521.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	961.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	605.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	566.0	0.0	0.0	0.0	0.0	0.0	0.0
"Selenomonas sp. oral taxon 892"	0.0	6273.0	0.0	0.0	6100.0	5559.0	442.0	0.0	2886.0	0.0	0.0	3898.0	3290.0	5371.0	4826.0	10020.0	985.0	5610.0	13716.0	901.0	10799.0	4005.0	2318.0	434.0	7864.0	1212.0	470.0	23789.0	3179.0	3071.0	475.0	0.0	0.0	1237.0	600.0	19392.0	2126.0	0.0	3019.0	0.0	0.0	781.0	0.0	2309.0	0.0	5790.0	0.0	3016.0	1136.0	23125.0	4106.0	146.0	6972.0	2758.0	3025.0	0.0	0.0	3560.0	4292.0	5870.0	1974.0	2950.0	1076.0	1484.0	18418.0	6272.0	1831.0	21471.0	5836.0	14534.0	3134.0	4843.0	18665.0	479.0	706.0	3315.0	6113.0	0.0	10052.0	3720.0	0.0	2144.0	2685.0	2166.0	1213.0	5611.0	1297.0	1924.0	978.0	2464.0	13970.0	3050.0	532.0	2762.0	1687.0	9670.0	3200.0	8266.0	5197.0	0.0	28702.0	2316.0	3630.0	10375.0	11071.0	932.0	1388.0	323.0	8362.0	1922.0	1188.0	0.0	26102.0	1376.0	9605.0	5810.0	1813.0	2243.0	3695.0	3667.0	625.0	7804.0	9979.0	12168.0	2175.0	7083.0	1454.0	16969.0	18412.0	9644.0	9904.0	47479.0	0.0	7812.0	16719.0	25148.0	2539.0	0.0	1312.0	0.0	7147.0	2901.0	25502.0	5608.0	0.0	1788.0	5860.0	9963.0	10622.0	0.0	3701.0	18753.0	15834.0	2990.0	15266.0	4080.0	5286.0	17194.0	1135.0	17879.0	2474.0	0.0	562.0	12375.0	23738.0	60199.0	11004.0	27476.0	21273.0	14277.0	2923.0	5723.0	1317.0	17555.0	4003.0	7364.0	2579.0	9572.0	587.0	8472.0	11149.0	1900.0	14129.0	7044.0
"Selenomonas sp. oral taxon 920"	0.0	1591.0	0.0	0.0	2922.0	7128.0	0.0	0.0	4032.0	0.0	0.0	2238.0	705.0	933.0	3532.0	873.0	734.0	851.0	2724.0	515.0	7128.0	1592.0	885.0	0.0	1469.0	0.0	432.0	1354.0	1704.0	724.0	414.0	111.0	0.0	0.0	0.0	1017.0	0.0	866.0	899.0	0.0	0.0	0.0	0.0	1661.0	0.0	522.0	0.0	9979.0	623.0	4976.0	2591.0	80.0	1080.0	1201.0	1823.0	1002.0	0.0	1955.0	1578.0	1570.0	803.0	2318.0	0.0	0.0	2299.0	4070.0	985.0	11164.0	2198.0	2534.0	1091.0	4185.0	4063.0	386.0	2833.0	449.0	2918.0	0.0	2681.0	1634.0	0.0	253.0	1877.0	445.0	789.0	3227.0	2647.0	1068.0	903.0	2188.0	6538.0	3221.0	701.0	1685.0	752.0	2028.0	1168.0	1015.0	989.0	0.0	11939.0	1648.0	4482.0	2657.0	3015.0	854.0	1383.0	561.0	1561.0	578.0	2500.0	0.0	3585.0	886.0	2683.0	583.0	1002.0	1621.0	2343.0	1426.0	625.0	3660.0	2764.0	4858.0	610.0	2751.0	1026.0	3666.0	1161.0	1438.0	3791.0	5276.0	0.0	3261.0	3471.0	4425.0	949.0	0.0	998.0	0.0	1270.0	10316.0	8437.0	1542.0	0.0	2342.0	2605.0	0.0	4958.0	0.0	741.0	2575.0	6397.0	738.0	1896.0	625.0	1358.0	4336.0	824.0	2066.0	1506.0	0.0	462.0	4025.0	4381.0	11039.0	1831.0	3742.0	6409.0	2282.0	1860.0	1092.0	1339.0	4468.0	745.0	1968.0	756.0	5612.0	414.0	9347.0	3047.0	1544.0	3649.0	3883.0
"Anaeroglobus geminatus"	7950.0	0.0	0.0	0.0	1738.0	1212.0	1668.0	0.0	3876.0	0.0	0.0	7102.0	0.0	990.0	885.0	1318.0	11988.0	1019.0	0.0	112.0	2365.0	0.0	5580.0	0.0	919.0	0.0	603.0	19012.0	0.0	2719.0	699.0	423.0	124379.0	0.0	3369.0	0.0	2064.0	4163.0	1938.0	1587.0	0.0	1810.0	467.0	0.0	4965.0	0.0	910.0	1132.0	0.0	3098.0	5861.0	219.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1221.0	1707.0	2181.0	2024.0	2736.0	6365.0	11102.0	9245.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3668.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1139.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	454.0	602.0	0.0	1675.0	0.0	516.0	2403.0	312.0	0.0	532.0	0.0	0.0	0.0	0.0	0.0	1210.0	1144.0	1229.0	0.0	0.0	0.0	2671.0	0.0	2006.0	2531.0	0.0	0.0	678.0	1780.0	2209.0	0.0	0.0	0.0	1136.0	669.0	1133.0	0.0	0.0	5699.0	535.0	516.0	0.0	0.0	0.0	0.0	0.0	5122.0	0.0	1199.0	0.0	668.0	543.0	922.0	0.0	0.0	0.0	486.0	0.0	1848.0	0.0	4222.0	0.0	0.0	802.0	5461.0	0.0	0.0	3166.0	674.0	4920.0	1437.0	0.0	0.0	0.0
