#Datasets	ELR003.A0101.unmapped	ELR004.A0101.unmapped	ELR006.A0101.unmapped	ELR008.A0101.unmapped	ELR010.A0101.unmapped	IVE002.B0101.unmapped	IVE003.A0101.unmapped	IVE005.A0101.unmapped	IVE005.B0101.unmapped	IVE007.B0101.unmapped	LIB007.A0125.unmapped	LIB007.A0130.unmapped	LIB007.A0131.unmapped	EXB015.A3001.unmapped	EXB015.A3301.unmapped	EXB015.A3401.unmapped
Corynebacterium sp. HMSC078A10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium sp. HMSC078H07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium sp. HMSC08A12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium sp. HMSC08C04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium sp. HMSC08D02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium sp. HMSC11E11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium sp. HMSC28B08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium sp. KPL1818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium sp. KPL1824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium sp. MC3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dietzia cinnamea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dietzia lutea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dietzia psychralcaliphila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dietzia timorensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dietzia sp. HMSC21D01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dietzia sp. oral taxon 368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dietzia sp. UCD-THP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gordonia alkanivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gordonia bronchialis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Gordonia iterans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gordonia phthalatica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Gordonia polyisoprenivorans	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	5
Gordonia rubripertincta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gordonia sp. 1D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gordonia sp. CNJ-863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gordonia sp. HS-NH1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gordonia sp. IITR100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gordonia sp. KTR9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gordonia terrae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium asiaticum	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0
Mycobacterium avium	0	0	0	0	371	0	0	0	0	0	0	0	0	50	0	0
Mycobacterium chimaera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium colombiense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium intracellulare	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium marseillense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium bohemicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium dioxanotrophicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium gordonae	0	0	0	0	0	0	0	0	0	0	0	0	0	1626	161	93
Mycobacterium haemophilum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium kansasii	0	0	0	0	0	0	0	0	0	0	104	78	0	129	47	17
Mycobacterium leprae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium marinum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium nebraskense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium paraffinicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium paragordonae	0	0	0	0	0	0	0	0	0	0	0	0	0	278	0	0
Mycobacterium shimoidei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium interjectum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium intermedium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium montefiorense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium parascrofulaceum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Mycobacterium sherrisii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium shigaense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium simiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium triplex	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0
Mycobacterium canettii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium tuberculosis	0	0	0	0	445	0	0	0	0	0	0	33	0	116	50	9
Mycobacterium sp. 141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium sp. 155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium sp. 360MFTsu5.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium sp. 455mf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium sp. 4858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium sp. 88mf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium sp. AB308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium sp. AB57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium sp. AT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium sp. djl-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Mycobacterium sp. EPa45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium sp. JLS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium sp. JS623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium sp. M26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium sp. MS1601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium sp. PYR15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium sp. QGD 101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Mycobacterium sp. QIA-37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	43
Mycobacterium sp. Root135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium sp. Root265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium sp. Soil538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium sp. UM_NYF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium sp. UM_WWY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium sp. UNC267MFSha1.1M11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium sp. UNC280MFTsu5.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	4
Mycobacterium sp. URHB0044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium sp. URHD0025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium sp. WY10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium sp. YC-RL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
[Mycobacterium] stephanolepidis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Mycobacteroides abscessus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacteroides chelonae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	6
Mycobacteroides immunogenum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacteroides saopaulense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycolicibacter icosiumassiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycolicibacter sinensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycolicibacter terrae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycolicibacterium acapulense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycolicibacterium aurum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Mycolicibacterium austroafricanum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycolicibacterium chubuense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycolicibacterium farcinogenes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycolicibacterium fortuitum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycolicibacterium gilvum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycolicibacterium goodii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycolicibacterium hassiacum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycolicibacterium houstonense	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	46
Mycolicibacterium litorale	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycolicibacterium neoaurum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycolicibacterium peregrinum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycolicibacterium phlei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycolicibacterium rhodesiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycolicibacterium rutilum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycolicibacterium septicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycolicibacterium setense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycolicibacterium smegmatis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycolicibacterium thermoresistibile	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycolicibacterium tusciae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycolicibacterium vaccae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycolicibacterium vanbaalenii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nocardia amikacinitolerans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nocardia brasiliensis	0	0	0	0	555	0	0	0	0	0	0	0	0	0	0	0
Nocardia cyriacigeorgica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nocardia farcinica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Nocardia jinanensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nocardia mexicana	0	0	0	0	569	0	0	0	0	0	0	0	0	0	0	0
Nocardia neocaledoniensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nocardia nova	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nocardia pseudobrasiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nocardia puris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nocardia seriolae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nocardia suismassiliense	0	0	0	0	349	0	0	0	0	0	0	0	0	0	0	0
Nocardia tenerifensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nocardia terpenica	0	0	0	0	632	0	0	0	0	0	0	0	0	0	0	0
Nocardia sp. BMG111209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nocardia sp. CNY236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nocardia sp. Root136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodococcus coprophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodococcus erythropolis	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0
Rhodococcus fascians	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	2
Rhodococcus hoagii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodococcus jostii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodococcus kroppenstedtii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodococcus kyotonensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodococcus opacus	0	0	0	0	398	0	0	0	0	0	0	0	0	0	0	0
Rhodococcus phenolicus	0	0	0	0	0	0	0	0	0	0	105	105	0	92	67	3
Rhodococcus pyridinivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rhodococcus rhodochrous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodococcus ruber	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodococcus sp. 008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodococcus sp. 66b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodococcus sp. EsD8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodococcus sp. H-CA8f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodococcus sp. KB6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Rhodococcus sp. LB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodococcus sp. Leaf225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodococcus sp. MTM3W5.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodococcus sp. PBTS 1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodococcus sp. UNC363MFTsu5.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Williamsia sp. 1135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Williamsia sp. 1138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Williamsia faeni	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Williamsia limnetica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Williamsia marianensis	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	8
Williamsia sterculiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tsukamurella tyrosinosolvens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tsukamurella sp. 1534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lawsonella clevelandensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cryptosporangium arvum	0	0	0	0	859	0	0	0	0	0	0	0	0	0	0	0
Cryptosporangium aurantiacum	0	0	0	0	937	0	0	0	0	0	0	0	0	0	0	0
Frankia coriariae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Frankia discariae	0	0	0	0	478	0	0	0	0	0	0	0	0	0	0	0
Frankia elaeagni	0	0	0	0	379	0	0	0	0	0	0	0	0	0	0	0
Frankia inefficax	0	0	0	0	624	0	0	0	0	0	0	0	0	0	0	0
Frankia saprophytica	0	0	0	0	944	0	0	0	0	0	0	0	0	0	0	0
Frankia symbiont of Datisca glomerata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Frankia sp. DC12	0	0	0	0	338	0	0	0	0	0	0	0	0	0	0	0
Frankia sp. EAN1pec	0	0	0	0	495	0	0	0	0	0	0	0	0	0	0	0
Frankia sp. QA3	0	0	0	0	371	0	0	0	0	0	0	0	0	0	0	0
Jatrophihabitans sp. GAS493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Motilibacter peucedani	0	0	0	0	474	0	0	0	0	0	0	0	0	0	0	0
Frankiales bacterium	0	0	0	0	735	0	0	0	0	0	0	0	0	0	0	0
Frankineae bacterium MT45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Blastococcus endophyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Blastococcus saxobsidens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Blastococcus massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	4
Blastococcus sp. DSM 46786	0	0	0	0	347	0	0	0	0	0	0	0	0	0	0	0
Blastococcus sp. DSM 46838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Blastococcus sp. URHD0036	0	0	0	0	388	0	0	0	0	0	0	0	0	0	0	0
Geodermatophilus africanus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Geodermatophilus amargosae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Geodermatophilus nigrescens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Geodermatophilus obscurus	0	0	0	0	749	0	0	0	0	0	0	0	0	0	0	0
Geodermatophilus poikilotrophus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Geodermatophilus ruber	0	0	0	0	385	0	0	0	0	0	0	0	0	0	0	0
Geodermatophilus sabuli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Geodermatophilus saharensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Geodermatophilus siccatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Geodermatophilus telluris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Geodermatophilus tzadiensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Geodermatophilus sp. DSM 44511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Modestobacter caceresii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Modestobacter marinus	0	0	0	0	363	0	0	0	0	0	0	0	0	94	0	0
Modestobacter sp. DSM 44400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Geodermatophilaceae bacterium URHA0031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Geodermatophilaceae bacterium URHB0062	0	0	0	0	387	0	0	0	0	0	0	0	0	0	0	0
Glycomyces arizonensis	0	0	0	0	951	0	0	0	0	0	0	0	0	0	0	0
Glycomyces artemisiae	0	0	0	0	538	0	0	0	0	0	0	0	0	0	0	0
Glycomyces harbinensis	0	0	0	0	624	0	0	0	0	0	0	0	0	0	0	0
Glycomyces sambucus	0	0	0	0	404	0	0	0	0	0	0	0	0	0	0	0
Glycomyces tenuis	0	0	0	0	1350	0	0	0	0	0	0	0	0	0	0	0
Stackebrandtia nassauensis	0	0	0	0	2540	0	0	0	0	0	0	0	0	0	0	0
Jiangella alba	0	0	0	0	1772	0	0	0	0	0	0	0	0	0	0	0
Jiangella alkaliphila	0	0	0	0	3009	0	0	0	0	0	0	0	0	0	0	0
Jiangella gansuensis	0	0	0	0	2124	0	0	0	0	0	0	0	0	0	0	0
Jiangella muralis	0	0	0	0	1599	0	0	0	0	0	0	0	0	0	0	0
Jiangella sp. DSM 45060	0	0	0	0	1404	0	0	0	0	0	0	0	0	0	0	0
Angustibacter sp. Root456	0	0	0	0	584	0	0	0	0	0	0	0	0	0	168	0
Kineococcus radiotolerans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kineosporia sp. R_H_3	0	0	0	0	621	0	0	0	0	0	0	0	0	0	0	0
Beutenbergia cavernae	0	0	0	0	373	0	0	0	0	0	0	0	0	0	0	0
Georgenia satyanarayanai	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Brevibacterium album	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brevibacterium aurantiacum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Brevibacterium epidermidis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brevibacterium linens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brevibacterium luteolum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brevibacterium paucivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brevibacterium ravenspurgense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brevibacterium sandarakinum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brevibacterium senegalense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brevibacterium siliguriense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brevibacterium sp. HMSC07C04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brevibacterium sp. HMSC08F02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cellulomonas fimi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cellulomonas flavigena	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cellulomonas gilvus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cellulomonas massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cellulomonas sp. A375-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cellulomonas sp. KH9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cellulomonas sp. Leaf395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cellulomonas sp. PSBB021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cellulomonas sp. Root137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cellulomonas sp. URHD0024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oerskovia sp. Root22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oerskovia sp. Root918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paraoerskovia marina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Demequina aestuarii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Demequina salsinemoris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Demequina sp. NBRC 110056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lysinimicrobium aestuarii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lysinimicrobium mangrovi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lysinimicrobium pelophilum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lysinimicrobium rhizosphaerae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brachybacterium alimentarium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Brachybacterium faecium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brachybacterium ginsengisoli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Brachybacterium muris	0	0	0	0	0	0	0	0	0	0	0	0	280	0	0	4
Brachybacterium phenoliresistens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Brachybacterium saurashtrense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brachybacterium timonense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brachybacterium sp. HMSC06H03	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	9
Brachybacterium sp. P6-10-X1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brachybacterium sp. VM2412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Brachybacterium sp. VR2415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dermabacter hominis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dermabacter vaginalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dermacoccus nishinomiyaensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0
Dermacoccus sp. Ellin185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kytococcus sedentarius	587	0	697	0	0	0	0	0	0	0	0	0	0	0	0	7
Kytococcus sp. CUA-901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Luteipulveratus mongoliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mobilicoccus massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arsenicicoccus sp. oral taxon 190	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0
Intrasporangium calvum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Janibacter indicus	0	0	0	0	0	0	0	0	0	0	0	0	0	52	1141	8
Janibacter melonis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Janibacter sp. HTCC2649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Janibacter sp. Marseille-P4121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ornithinimicrobium pekingense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ornithinimicrobium sp. CNJ-824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phycicoccus cremeus	0	0	0	0	405	0	0	0	0	0	0	0	0	0	0	2
Phycicoccus dokdonensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phycicoccus sp. Root563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phycicoccus sp. Soil748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phycicoccus sp. Soil803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Serinicoccus chungangensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Serinicoccus sp. CNJ-927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Serinicoccus sp. CUA-874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Serinicoccus sp. JLT9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Terrabacter sp. Root85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Terrabacter sp. Soil810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Terracoccus sp. 273MFTsu3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tetrasphaera australiensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tetrasphaera elongata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tetrasphaera japonica	0	0	0	0	361	0	0	0	0	0	0	0	0	0	0	0
Tetrasphaera jenkinsii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tetrasphaera sp. Soil756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Intrasporangiaceae bacterium URHB0013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jonesia denitrificans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Agrococcus baldri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Agrococcus carbonis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Agrococcus jejuensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Agrococcus lahaulensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0
Agromyces aureus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
