# Pathway	CMB001.A0101.unmapped_Abundance	CMB002.A0101.unmapped_Abundance	CMB003.A0101.unmapped_Abundance	CMB004.A0101.unmapped_Abundance	CMB005.A0101.unmapped_Abundance	CMB006.A0101.unmapped_Abundance	CMB007.A0101.unmapped_Abundance	CMB008.A0101.unmapped_Abundance	EXB034.A2701.unmapped_Abundance	EXB059.A2101.unmapped_Abundance	EXB059.A2201.unmapped_Abundance	EXB059.A2301.unmapped_Abundance	EXB059.A2401.unmapped_Abundance	EXB059.A2501.unmapped_Abundance	LIB058.A0102.unmapped_Abundance	LIB058.A0103.unmapped_Abundance	LIB058.A0104.unmapped_Abundance	LIB058.A0105.unmapped_Abundance	LIB058.A0106.unmapped_Abundance	LIB058.A0107.unmapped_Abundance	MID022.A0101.unmapped_Abundance	MID023.A0101.unmapped_Abundance	MID024.A0101.unmapped_Abundance	MID025.A0101.unmapped_Abundance	MID026.A0101.unmapped_Abundance	MID027.A0101.unmapped_Abundance	MID028.A0101.unmapped_Abundance	MID029.A0101.unmapped_Abundance	MID030.A0101.unmapped_Abundance	MID031.A0101.unmapped_Abundance	MID032.A0101.unmapped_Abundance	MID033.A0101.unmapped_Abundance	MID034.A0101.unmapped_Abundance	MID035.A0101.unmapped_Abundance	MID036.A0101.unmapped_Abundance	MID037.A0101.unmapped_Abundance	MID038.A0101.unmapped_Abundance	MID039.A0101.unmapped_Abundance	MID040.A0101.unmapped_Abundance	MID041.A0101.unmapped_Abundance	MID042.A0101.unmapped_Abundance	MID043.A0101.unmapped_Abundance	MID044.A0101.unmapped_Abundance	MID045.A0101.unmapped_Abundance	MID046.A0101.unmapped_Abundance	MID047.A0101.unmapped_Abundance	MID048.A0101.unmapped_Abundance	MID049.A0101.unmapped_Abundance	MID050.A0101.unmapped_Abundance	MID051.A0101.unmapped_Abundance	MID052.A0101.unmapped_Abundance	MID053.A0101.unmapped_Abundance	MID054.A0101.unmapped_Abundance	MID055.A0101.unmapped_Abundance	MID056.A0101.unmapped_Abundance	MID057.A0101.unmapped_Abundance	MID058.A0101.unmapped_Abundance	MID059.A0101.unmapped_Abundance	MID060.A0101.unmapped_Abundance	MID061.A0101.unmapped_Abundance	MID062.A0101.unmapped_Abundance	MID063.A0101.unmapped_Abundance	MID064.A0101.unmapped_Abundance	MID065.A0101.unmapped_Abundance	MID066.A0101.unmapped_Abundance	MID067.A0101.unmapped_Abundance	MID068.A0101.unmapped_Abundance	MID068.B0101.unmapped_Abundance	MID070.A0101.unmapped_Abundance	MID071.A0101.unmapped_Abundance	MID072.A0101.unmapped_Abundance	MID073.A0101.unmapped_Abundance	MID074.A0101.unmapped_Abundance	MID075.A0101.unmapped_Abundance	MID076.A0101.unmapped_Abundance	MID077.A0101.unmapped_Abundance	MID078.A0101.unmapped_Abundance	MID079.A0101.unmapped_Abundance	MID080.A0101.unmapped_Abundance	MID081.A0101.unmapped_Abundance	MID082.A0101.unmapped_Abundance	MID083.A0101.unmapped_Abundance	MID084.A0101.unmapped_Abundance	MID085.A0101.unmapped_Abundance	MID086.A0101.unmapped_Abundance	MID087.A0101.unmapped_Abundance	MID088.A0101.unmapped_Abundance	MID089.A0101.unmapped_Abundance	MID090.A0101.unmapped_Abundance	MID091.A0101.unmapped_Abundance	MID092.A0101.unmapped_Abundance	MID093.A0101.unmapped_Abundance	MID094.A0101.unmapped_Abundance	MID097.A0101.unmapped_Abundance	MID101.A0101.unmapped_Abundance	MID102.A0101.unmapped_Abundance
PWY-5695: inosine 5'-phosphate degradation|g__Selenomonas.s__Selenomonas_sp_oral_taxon_892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.53812	0	0	6.64168	0	0	0	0	0	0	0	0	0	0	3.39197	0	0	0	0	0	0	0	0	0	2.46184	0	0	0	0	2.062	0	0	0	0	0	0	0	5.49261	0	5.41891	3.02351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Selenomonas.s__Selenomonas_sp_oral_taxon_920	0	0	0	0	0	1.26831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.09878	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Streptococcus.s__Streptococcus_anginosus_group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.69873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.70149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Streptococcus.s__Streptococcus_cristatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.09418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.42736	0	0	0	0	0	0	0	4.33694	0	0	0	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Streptococcus.s__Streptococcus_gordonii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.16087	5.62824	21.1526	15.6981	0	0	0	0	0	0	0	0	0	0	0	5.54534	40.1779	0	0	0	0	10.9654	11.3384	13.7691	0	0	0	0	0	0	0	7.49933	0	0	0	6.33253	0	0	0	106.233	0	0	0	23.2395	0	25.4539	0	13.7735	0	0	0	3.2534	4.51304	6.01122	14.3571	0	0	0	0	0	0	0	0	0	0	0	0	0	12.7996	0	9.0022	0
PWY-5695: inosine 5'-phosphate degradation|g__Streptococcus.s__Streptococcus_milleri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.662922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.35346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Streptococcus.s__Streptococcus_mitis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.79477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.23156	2.95058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.4318	0	0	0	0	0	0	0	8.41085	0	0	0	4.23073	1.47529	14.8906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.93113	0
PWY-5695: inosine 5'-phosphate degradation|g__Streptococcus.s__Streptococcus_oralis	0	22.0317	0	0	0	9.58616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.6678	0	0	13.0929	10.642	8.39499	11.7236	0	0	0	0	0	0	30.4224	15.3627	0	10.0847	0	6.4066	21.3297	12.5844	5.55245	21.9261	0	20.8712	22.7961	64.6464	0	0	0	0	8.73899	0	8.00721	2.41612	0	0	0	10.7674	6.43824	0	0	49.8684	8.5549	0	12.2699	35.8822	18.285	5.40103	0	38.7213	0	0	0	14.7129	7.44247	51.051	34.8758	0	5.6356	12.4263	0	0	0	25.3513	17.1606	0	19.4143	0	0	2.46305	13.9188	0	22.0761	13.1725
PWY-5695: inosine 5'-phosphate degradation|g__Streptococcus.s__Streptococcus_sanguinis	0	10.6987	0	0	0	7.28698	0	0	0	0	0	0	0	24.6814	0	0	0	0	0	0	0	106.585	0	0	38.5618	21.245	21.1672	43.435	0	0	6.82331	0	0	14.7151	41.9099	27.1229	28.4604	47.6903	0	7.69885	5.65395	47.9872	8.48947	22.1772	0	6.67761	15.9927	20.0075	11.9534	0	0	0	0	0	0	4.89537	0	0	0	101.172	0	0	0	7.4629	0	5.73528	6.08004	8.94283	7.77379	47.6528	0	14.4126	0	0	0	39.6294	31.0066	43.7165	33.2474	4.71535	6.08082	32.1272	0	15.4116	11.9885	22.7468	5.59468	5.34645	89.4774	4.7971	0	0	36.8051	0	42.0106	24.2534
PWY-5695: inosine 5'-phosphate degradation|g__Streptococcus.s__Streptococcus_sinensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5718	0	0	0	4.44817	0	0	0	0	0	0	0	0	5.96654	0	3.7321	0	3.94274	0	6.29144	9.84646	0	9.78676	12.484	0	14.699	0	3.21507	4.84829	0	0	0	10.6939	0	13.1573	2.82567	0	0	4.92491	0	8.53592	0	10.2068	5.23469	6.36929	0	11.0072	137.518	0	10.8688	0	16.335	9.89236	0	0	10.6361	6.22316	17.7441	0	8.50819	0	0	2.48637	0	0	4.68762	0	4.56326	0	9.12577	0	2.89093	9.17623	3.60553	15.6375	0
PWY-5695: inosine 5'-phosphate degradation|g__Streptococcus.s__Streptococcus_sp_NLAE_zl_C503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.29082	0	0	0	7.49596	2.34907	0	0	0	10.1889	0	0	0	0	0	0	0	4.18165	0	0	0	0	0	4.04889	0	0	0	7.28163	0	0	0	0	4.18145	0	0	0	0	0	6.62439	0	0	0	0	0	0	0	0	0	10.175	0	0	0	0	0	0	9.48731	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Streptococcus.s__Streptococcus_sp_oral_taxon_058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.6511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.92493	4.94089	0	0	5.04929	0	0	0	0	0	0	0	0.833324	0.984507	0	0	0	0	1.46491	0	0	0	0	0	4.84632	15.2436	0	1.42625	0	22.2408	0	0	0	0	4.96071	0	0	0	3.66094	0	0	0	0	6.55307	0	0	0	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Tannerella.s__Tannerella_forsythia	60.0242	26.0248	31.7264	18.1672	40.8869	32.2095	42.1202	0	0	0	0	0	0	0	0	0	0	0	0	0	26.3338	0	15.2671	10.3781	0	7.18034	4.97678	4.14338	10.891	26.421	10.1786	13.2434	10.0973	12.4339	0	3.52727	13.1706	14.1142	30.5744	10.0578	0	0	12.9901	3.82563	14.0473	10.7073	0	5.41639	14.6036	32.434	11.8837	34.7387	12.4126	7.8149	6.00412	5.88921	10.9504	6.55195	19.2243	0	21.1238	10.7596	11.7241	0	3.82236	44.9516	0	0	46.8509	0	61.4905	8.41203	20.6071	12.0697	31.8928	9.04438	0	0	0	0	6.12146	3.6646	23.09	6.12234	17.1252	4.66129	13.6609	7.97949	0	0	11.5645	7.48515	11.17	26.9881	0	5.06646
PWY-5695: inosine 5'-phosphate degradation|g__Tannerella.s__Tannerella_sp_oral_taxon_808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.02509	0	1.98092	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Tannerella.s__Tannerella_sp_oral_taxon_HOT_286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.05396	0	0	4.48241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.13468	0	0	0	0	0	0	0	0	0	0	0	3.04671	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Treponema.s__Treponema_medium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.887371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Treponema.s__Treponema_socranskii	21.6501	5.54014	8.88615	7.16512	12.0888	15.5762	17.0609	6.33593	0	0	0	0	0	0	0	0	0	0	0	0	7.12675	0	5.43735	0	0	0	0	0	6.0351	6.38172	4.2722	0	0	5.56043	0	3.77202	0	4.06982	6.406	4.62707	0	0	5.09599	0	0	0	0	0	4.20617	6.16257	4.39208	6.97337	9.97218	5.27337	5.34455	5.79592	5.51749	6.19389	6.28356	0	5.93287	5.84368	3.96279	0	6.24544	8.99223	0	0	8.88805	2.56205	12.8306	5.94332	6.78806	0	7.04441	4.24832	3.65279	0	0	6.09347	3.82461	0	10.0942	4.57089	8.99335	0	5.85447	3.19426	0	3.55916	0	8.66305	3.65925	5.3775	1.71756	0
PWY-5695: inosine 5'-phosphate degradation|g__Treponema.s__Treponema_sp_OMZ_838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.978884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|unclassified	0	4.07832	0	0	6.74945	4.96095	0	19.3056	0	0	0	0	0	0	0	0	0	0	0	0	0	9.03174	5.19952	11.026	13.1604	4.68479	0	12.7889	17.615	0	12.4855	0	13.6108	18.7023	10.3372	18.7285	0	13.138	0	0	5.39116	10.3351	0	12.469	0	16.6462	0	14.1216	4.88136	16.095	0	0	10.9697	7.95003	17.2621	6.10831	24.0676	36.4289	0	14.8051	8.75113	56.2476	0	0	2.02401	12.0692	0	0	11.4743	27.881	39.4535	13.0521	0	0	10.9649	6.16435	11.3332	13.2984	6.36607	5.09915	24.7863	6.95793	3.26623	0	4.80464	4.6706	4.91203	0	9.90047	0	32.1921	6.79996	19.7644	4.54762	7.06078	0
PWY-5723: Rubisco shunt	22.3509	43.7498	0	0	0	25.2177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.50698	182.297	0	0	105.84	56.7696	74.7586	121.107	0	0	13.3379	0	0	45.1173	105.631	81.6131	59.5167	116.758	0	0	0	118.832	9.85239	59.9826	21.463	0	53.1853	59.5889	20.3858	0	0	0	8.42638	0	14.0983	13.3176	0	0	17.4038	138.653	14.7142	0	0	17.5466	0	24.4999	10.7681	115.001	23.7709	132.431	0	78.3154	34.7034	0	19.4155	118.504	104.202	152.32	91.7598	15.4879	22.7316	75.5545	0	57.1706	36.1768	72.3657	0	0	108.332	7.7645	15.3909	0	79.378	25.9966	140.143	66.7984
PWY-5723: Rubisco shunt|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.65037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5747: 2-methylcitrate cycle II	0	29.905	0	0	7.15175	7.96157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.5831	32.7353	46.1197	0	0	0	0	0	0	8.82989	30.3449	0	0	0	9.04421	0	35.5202	0	8.75369	0	0	29.9382	27.3686	6.74253	0	0	0	0	4.84875	0	11.6952	0	0	0	0	0	0	0	33.588	0	4.58234	0	0	12.9484	8.40465	0	18.1032	0	0	0	16.6184	24.7786	0	25.9964	4.88338	6.29885	15.8996	0	14.2713	15.1848	13.0649	0	0	0	0	0	0	13.681	0	19.4887	22.5103
PWY-5757: fosfomycin biosynthesis	16.6614	7.98573	12.689	13.0599	7.51846	11.1251	0	7.98258	0	0	0	0	0	0	0	0	0	0	0	0	13.0116	0	6.23225	6.66351	0	0	0	0	10.8198	8.77618	7.18557	0	6.24284	0	0	7.34053	0	0	17.8354	8.40293	0	0	6.56763	14.3051	0	0	0	0	0	0	7.2963	20.6075	0	10.4976	5.38539	7.98755	8.19247	9.75705	20.352	0	12.0354	8.23364	5.38407	0	8.50986	11.658	0	0	13.2403	0	22.0964	8.91949	0	9.49731	8.87867	3.82721	6.7994	0	0	7.68616	11.4018	0	21.6203	6.04	16.6247	8.62407	12.2007	0	0	10.4513	6.42667	21.2515	8.73703	8.14139	0	6.30956
PWY-5837: 2-carboxy-1,4-naphthoquinol biosynthesis	0	6.5665	0	0	0	9.1779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.43861	0	0	11.3324	0	0	0	0	0	0	0	0	12.5102	0	0	9.32461	0	0	0	30.9818	0	0	8.41217	0	0	0	0	5.96638	0	0	0	0	0	0	5.43629	0	0	0	0	0	0	0	66.5264	0	0	12.2265	29.8669	0	0	0	14.1995	0	0	0	0	0	14.0376	13.4486	0	0	0	0	5.61619	0	45.2222	0	0	14.9719	0	0	0	0	0	20.4857	0
PWY-5837: 2-carboxy-1,4-naphthoquinol biosynthesis|g__Aggregatibacter.s__Aggregatibacter_aphrophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.02315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.9929	0	0	0	15.2482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5837: 2-carboxy-1,4-naphthoquinol biosynthesis|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.74532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5838: superpathway of menaquinol-8 biosynthesis I	0	0	0	0	0	23.3239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.9765	0	0	0	0	0	0	0	0	29.9236	0	0	19.3248	0	0	0	40.5984	0	0	17.0356	0	0	0	0	11.4346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.9338	0	0	30.9986	0	0	0	0	0	0	0	0	0	0	38.2248	28.1915	0	0	0	0	15.4653	0	83.0174	0	0	35.1469	0	0	0	0	0	0	0
PWY-5840: superpathway of menaquinol-7 biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.6001	0	0	26.076	0	0	0	0	0	0	0	0	19.9907	0	0	27.9066	0	0	0	74.9367	0	0	21.5662	0	0	0	0	16.2522	0	0	0	0	0	0	16.3425	0	0	0	0	0	0	0	42.5698	0	0	32.5279	48.6169	0	0	0	29.8388	0	0	0	0	0	38.8752	30.1595	0	0	0	0	16.9013	0	58.0286	0	0	32.1533	0	0	0	0	0	48.8799	0
PWY-5855: ubiquinol-7 biosynthesis (early decarboxylation)	0	39.2944	0	0	14.7081	14.244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.7125	150.641	0	0	45.5157	161.046	55.2857	72.2021	0	0	7.24074	0	0	21.546	110.584	43.3603	54.6901	36.6586	0	10.8679	95.2655	66.2979	5.55751	12.6617	0	38.8443	65.5406	57.1955	13.7071	0	0	0	3.02425	9.04594	10.2946	32.4801	0	0	0	207.816	9.14194	0	0	93.5888	18.3425	4.97472	37.1588	51.392	21.1932	57.0928	0	27.1432	19.6068	0	0	57.0178	34.0787	75.5261	99.9636	0	7.98422	120.087	0	54.3139	8.92518	55.1221	0	0	111.527	5.95197	0	0	49.5949	0	79.5671	28.0726
PWY-5855: ubiquinol-7 biosynthesis (early decarboxylation)|g__Aggregatibacter.s__Aggregatibacter_aphrophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.5966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.372	0	0	0	16.1941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.39965	0
PWY-5855: ubiquinol-7 biosynthesis (early decarboxylation)|g__Eikenella.s__Eikenella_corrodens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.01806	0	0	0	0	5.29834	0	0	0	0	0	0	0	2.84364	3.77654	0	3.42639	1.80568	0	0	9.3717	0	0	0	0	0	0	0	0	0	0	0	0	1.88697	0	2.17099	0	0	0	0	0	0	0	9.09352	0	0	4.45883	0	0	4.03454	0	0	0	0	0	0	0	9.23468	0	0	0	8.49691	0	3.62604	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5855: ubiquinol-7 biosynthesis (early decarboxylation)|g__Eikenella.s__Eikenella_sp_NML130454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.4861	0	0	0	0	0	0	0	0.702557	0	0	3.03482	1.33146	0	0	2.01592	0	0	0	0	0	0	0	0	0	0	0	0	0.922765	0	1.60972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.888192	0	0	0	0	0	4.53332	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5855: ubiquinol-7 biosynthesis (early decarboxylation)|g__Kingella.s__Kingella_denitrificans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.12515	0	0	0	9.67046	0	0	0	0	0	0	0	0	0	0	4.55779	0	0	0	0	3.86803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.08281	0	0	0	0	0	0	10.7386	0	0	0	2.51494	0	0	0
PWY-5855: ubiquinol-7 biosynthesis (early decarboxylation)|g__Morococcus.s__Morococcus_cerebrosus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.837	0	0	0	0	4.17457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5855: ubiquinol-7 biosynthesis (early decarboxylation)|g__Neisseria.s__Neisseria_elongata	0	2.93433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.4194	0	0	6.1675	8.15309	9.01145	8.8185	0	0	0	0	0	0	11.4911	5.54156	0	4.4688	0	0	8.97813	6.9198	0	1.44481	0	0	8.16285	6.99574	0	0	0	0	0	0	0	0	0	0	0	30.2152	0	0	0	3.63953	3.51991	0	4.2692	0	4.13694	4.98733	0	3.7788	3.94242	0	0	5.4009	2.41887	0	6.85425	0	0	13.3455	0	4.33991	0	7.87827	0	0	12.5047	0	0	0	4.94289	0	6.00056	3.42432
PWY-5855: ubiquinol-7 biosynthesis (early decarboxylation)|g__Neisseria.s__Neisseria_flavescens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.49689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5855: ubiquinol-7 biosynthesis (early decarboxylation)|g__Neisseria.s__Neisseria_macacae	0	3.21831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.6153	0	0	4.42875	9.23566	2.21295	7.31009	0	0	0	0	0	0	7.01431	0	3.65734	1.23835	0	0	0.787825	4.42406	0	0	0	2.54848	1.6187	0	0.967727	0	0	0	0	0	0	0	0	0	0	18.673	0	0	0	6.27815	0	0	0.825126	0	2.25649	1.48653	0	0	0	0	0	4.27111	2.00228	0	4.85498	0	0	9.57979	0	2.57923	0	0	0	0	8.37609	0	0	0	1.846	0	0	1.80126
PWY-5855: ubiquinol-7 biosynthesis (early decarboxylation)|g__Neisseria.s__Neisseria_mucosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.907166	0	0	1.63221	0	0	4.92885	0	0	0	0	0	0	3.86331	3.12877	2.08456	0	0	0	1.37632	2.24275	0	0	0	2.83271	2.29695	2.01713	0.55273	0	0	0	0	0	0	0.268838	0	0	0	13.9713	0	0	0	0.702154	0	0	0	1.17406	0	1.002	0	1.84421	0	0	0	1.38807	2.14805	1.13341	3.49663	0	1.63365	1.44924	0	0.522157	0	2.1254	0	0	10.8328	0	0	0	0	0	3.36979	2.96096
PWY-5855: ubiquinol-7 biosynthesis (early decarboxylation)|g__Neisseria.s__Neisseria_sicca	0	1.54407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.40056	0	0	0	10.2581	0.552162	6.16658	0	0	0	0	0	0	5.59508	1.74485	3.45941	1.20147	0	0.757665	1.88087	4.86481	0	0	0	1.10849	2.16031	0.713397	0.642503	0	0	0	0	0	0	1.60184	0	0	0	7.47417	0	0	0	6.39888	0	0	0	2.21957	1.13595	0	0	0.624357	0	0	0	3.71919	3.94583	1.55622	14.6015	0	0.619561	9.00121	0	1.82461	0	1.51328	0	0	5.20273	0	0	0	1.57274	0	4.38202	1.43847
PWY-5855: ubiquinol-7 biosynthesis (early decarboxylation)|g__Neisseria.s__Neisseria_sp_HMSC064E01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.17115	0	0	3.39092	7.9063	2.16502	5.01793	0	0	0	0	0	0	7.89772	4.92491	2.60398	1.96122	0	0	0	7.64728	0	0	0	0	0	4.02332	1.11797	0	0	0	0	0	0	1.04091	0	0	0	11.411	0	0	0	3.50435	0	0	0	0	0	0.962813	0	0	0	0	0	2.97394	2.4853	0	8.79342	0	0	10.3652	0	1.13142	0	0	0	0	9.43273	0	0	0	2.34851	0	0	1.25197
PWY-5855: ubiquinol-7 biosynthesis (early decarboxylation)|g__Neisseria.s__Neisseria_subflava	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.55939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
