#mpa_v30_CHOCOPhlAn_201901
clade_name	NCBI_tax_id	VLC010.A0101.sub75bp.metaphlan3	VLC009.A0101.sub75bp.metaphlan3	VLC008.A0101.sub75bp.metaphlan3	VLC005.A0101.sub75bp.metaphlan3	VLC004.A0101.sub75bp.metaphlan3	VLC003.A0101.sub75bp.metaphlan3	VLC002.A0101.sub75bp.metaphlan3	VLC001.A0101.sub75bp.metaphlan3	MID102.A0101.sub75bp.metaphlan3	MID101.A0101.sub75bp.metaphlan3	MID097.A0101.sub75bp.metaphlan3	MID094.A0101.sub75bp.metaphlan3	MID093.A0101.sub75bp.metaphlan3	MID092.A0101.sub75bp.metaphlan3	MID091.A0101.sub75bp.metaphlan3	MID090.A0101.sub75bp.metaphlan3	MID089.A0101.sub75bp.metaphlan3	MID088.A0101.sub75bp.metaphlan3	MID087.A0101.sub75bp.metaphlan3	MID086.A0101.sub75bp.metaphlan3	MID085.A0101.sub75bp.metaphlan3	MID084.A0101.sub75bp.metaphlan3	MID083.A0101.sub75bp.metaphlan3	MID082.A0101.sub75bp.metaphlan3	MID081.A0101.sub75bp.metaphlan3	MID080.A0101.sub75bp.metaphlan3	MID079.A0101.sub75bp.metaphlan3	MID078.A0101.sub75bp.metaphlan3	MID077.A0101.sub75bp.metaphlan3	MID076.A0101.sub75bp.metaphlan3	MID075.A0101.sub75bp.metaphlan3	MID074.A0101.sub75bp.metaphlan3	MID073.A0101.sub75bp.metaphlan3	MID072.A0101.sub75bp.metaphlan3	MID071.A0101.sub75bp.metaphlan3	MID070.A0101.sub75bp.metaphlan3	MID068.B0101.sub75bp.metaphlan3	MID068.A0101.sub75bp.metaphlan3	MID067.A0101.sub75bp.metaphlan3	MID066.A0101.sub75bp.metaphlan3	MID065.A0101.sub75bp.metaphlan3	MID064.A0101.sub75bp.metaphlan3	MID063.A0101.sub75bp.metaphlan3	MID062.A0101.sub75bp.metaphlan3	MID061.A0101.sub75bp.metaphlan3	MID060.A0101.sub75bp.metaphlan3	MID059.A0101.sub75bp.metaphlan3	MID058.A0101.sub75bp.metaphlan3	MID057.A0101.sub75bp.metaphlan3	MID056.A0101.sub75bp.metaphlan3	MID055.A0101.sub75bp.metaphlan3	MID054.A0101.sub75bp.metaphlan3	MID053.A0101.sub75bp.metaphlan3	MID052.A0101.sub75bp.metaphlan3	MID051.A0101.sub75bp.metaphlan3	MID050.A0101.sub75bp.metaphlan3	MID049.A0101.sub75bp.metaphlan3	MID048.A0101.sub75bp.metaphlan3	MID047.A0101.sub75bp.metaphlan3	MID046.A0101.sub75bp.metaphlan3	MID045.A0101.sub75bp.metaphlan3	MID044.A0101.sub75bp.metaphlan3	MID043.A0101.sub75bp.metaphlan3	MID042.A0101.sub75bp.metaphlan3	MID041.A0101.sub75bp.metaphlan3	MID040.A0101.sub75bp.metaphlan3	MID039.A0101.sub75bp.metaphlan3	MID038.A0101.sub75bp.metaphlan3	MID037.A0101.sub75bp.metaphlan3	MID036.A0101.sub75bp.metaphlan3	MID035.A0101.sub75bp.metaphlan3	MID034.A0101.sub75bp.metaphlan3	MID033.A0101.sub75bp.metaphlan3	MID032.A0101.sub75bp.metaphlan3	MID031.A0101.sub75bp.metaphlan3	MID030.A0101.sub75bp.metaphlan3	MID029.A0101.sub75bp.metaphlan3	MID028.A0101.sub75bp.metaphlan3	MID027.A0101.sub75bp.metaphlan3	MID026.A0101.sub75bp.metaphlan3	MID025.A0101.sub75bp.metaphlan3	MID024.A0101.sub75bp.metaphlan3	MID023.A0101.sub75bp.metaphlan3	MID022.A0101.sub75bp.metaphlan3	KT36calc.sub75bp.metaphlan3	KT35calc.sub75bp.metaphlan3	KT34calc.sub75bp.metaphlan3	KT33calc.sub75bp.metaphlan3	KT32calc.sub75bp.metaphlan3	KT31calc.sub75bp.metaphlan3	KT30calc.sub75bp.metaphlan3	KT29calc.sub75bp.metaphlan3	KT28calc.sub75bp.metaphlan3	KT27calc.sub75bp.metaphlan3	KT26calc.sub75bp.metaphlan3	KT25calc.sub75bp.metaphlan3	KT24calc.sub75bp.metaphlan3	KT23calc.sub75bp.metaphlan3	KT22calc.sub75bp.metaphlan3	KT21calc.sub75bp.metaphlan3	KT20calc.sub75bp.metaphlan3	KT19calc.sub75bp.metaphlan3	KT18calc.sub75bp.metaphlan3	KT17calc.sub75bp.metaphlan3	KT16calc.sub75bp.metaphlan3	KT15calc.sub75bp.metaphlan3	KT14calc.sub75bp.metaphlan3	KT13calc.sub75bp.metaphlan3	KT12calc.sub75bp.metaphlan3	KT11calc.sub75bp.metaphlan3	KT10calc.sub75bp.metaphlan3	KT09calc.sub75bp.metaphlan3	KT08calc.sub75bp.metaphlan3	KT07calc.sub75bp.metaphlan3	KT06calc.sub75bp.metaphlan3	KT05calc.sub75bp.metaphlan3	KT04calc.sub75bp.metaphlan3	KT03calc.sub75bp.metaphlan3	KT02calc.sub75bp.metaphlan3	KT01calc.sub75bp.metaphlan3	JAE016.A0101.sub75bp.metaphlan3	JAE015.A0101.sub75bp.metaphlan3	JAE014.A0101.sub75bp.metaphlan3	JAE013.A0101.sub75bp.metaphlan3	JAE012.A0101.sub75bp.metaphlan3	JAE010.A0101.sub75bp.metaphlan3	JAE009.A0101.sub75bp.metaphlan3	JAE008.A0101.sub75bp.metaphlan3	JAE007.A0101.sub75bp.metaphlan3	JAE006.A0101.sub75bp.metaphlan3	IVE007.B0101.sub75bp.metaphlan3	IVE005.B0101.sub75bp.metaphlan3	IVE005.A0101.sub75bp.metaphlan3	IVE003.A0101.sub75bp.metaphlan3	IVE002.B0101.sub75bp.metaphlan3	ELR010.A0101.sub75bp.metaphlan3	ELR008.A0101.sub75bp.metaphlan3	ELR006.A0101.sub75bp.metaphlan3	ELR004.A0101.sub75bp.metaphlan3	ELR003.A0101.sub75bp.metaphlan3	CS48.sub75bp.metaphlan3	CS47.sub75bp.metaphlan3	CS46.sub75bp.metaphlan3	CS45.sub75bp.metaphlan3	CS44.sub75bp.metaphlan3	CS43.sub75bp.metaphlan3	CS42.sub75bp.metaphlan3	CS40.sub75bp.metaphlan3	CS39.sub75bp.metaphlan3	CS38.sub75bp.metaphlan3	CS37.sub75bp.metaphlan3	CS36.sub75bp.metaphlan3	CS35.sub75bp.metaphlan3	CS34.sub75bp.metaphlan3	CS33.sub75bp.metaphlan3	CS32.sub75bp.metaphlan3	CS31.sub75bp.metaphlan3	CS30.sub75bp.metaphlan3	CS29.sub75bp.metaphlan3	CS28.sub75bp.metaphlan3	CS27.sub75bp.metaphlan3	CS26.sub75bp.metaphlan3	CS24.sub75bp.metaphlan3	CS23.sub75bp.metaphlan3	CS22.sub75bp.metaphlan3	CS21.sub75bp.metaphlan3	CS20.sub75bp.metaphlan3	CS19.sub75bp.metaphlan3	CS18.sub75bp.metaphlan3	CS17.sub75bp.metaphlan3	CS16.sub75bp.metaphlan3	CS15.sub75bp.metaphlan3	CS14.sub75bp.metaphlan3	CS13.sub75bp.metaphlan3	CS12.sub75bp.metaphlan3	CS11.sub75bp.metaphlan3	CS10.sub75bp.metaphlan3	CS09.sub75bp.metaphlan3	CS08.sub75bp.metaphlan3	CS07.sub75bp.metaphlan3	CS04.sub75bp.metaphlan3	CS03.sub75bp.metaphlan3	CS02.sub75bp.metaphlan3	CS01.sub75bp.metaphlan3	CMB008.A0101.sub75bp.metaphlan3	CMB007.A0101.sub75bp.metaphlan3	CMB006.A0101.sub75bp.metaphlan3	CMB005.A0101.sub75bp.metaphlan3	CMB004.A0101.sub75bp.metaphlan3	CMB003.A0101.sub75bp.metaphlan3	CMB002.A0101.sub75bp.metaphlan3	CMB001.A0101.sub75bp.metaphlan3
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Ottowia|s__Ottowia_sp_oral_taxon_894	2|1224|28216|80840|80864|219181|1658672	8.04327	1.20346	5.28119	11.90906	2.93613	20.25968	27.52428	2.93848	1.35208	1.84929	0	0.61503	0	0	0.95041	0.19647	1.9041	0	0	0.51871	5.55518	0.26915	3.00599	0	0	2.77552	0	0.14842	1.90355	0	0	4.22621	0	0.09922	4.13586	0.19596	2.48596	12.63562	0	4.7136	0.60994	0	0	0.64475	2.60089	0	0	0	7.99108	2.62302	3.49953	0	0	0	0	0.59005	1.80228	3.61409	2.13154	0	0.77907	0	0	12.12264	0.7088	0.32748	1.75919	3.84973	0	2.42643	7.15138	0	0.54161	0.15246	0.64995	0	0.66767	0.17349	11.85188	0	0	0	0.76037	1.04623	0	0	0	13.31589	1.74463	10.91188	0	0.06939	0	0	0.39074	0	0	0.62456	1.44656	0	0	24.64333	0	0	0	0	0.08822	0	0	0	0	0	4.19792	0	0	0	0	0	0	7.71784	2.75958	0	1.18129	1.63645	0	4.0466	2.85609	21.5305	8.69906	14.80945	0.98164	6.8746	21.21641	1.92514	20.82264	0	10.0887	1.00211	15.82957	2.03408	0	0.62762	15.24831	5.23586	0	0	2.39744	0	0.22414	0	0	0	0	7.56098	2.59536	0	0	5.25807	0.58602	0	0	0	29.11017	7.52078	14.00197	0	0.53002	2.46756	0	12.52162	4.88202	0.29953	36.27077	3.56362	0.26948	0	4.63423	4.00736	2.87936	3.44315	0.79829	0	0	11.10004	0	0	0.75599	8.8508	0	0	0.87384	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	2|1224|28216|80840|995019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella	2|1224|28216|80840|995019|40544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella_parvirubra	2|1224|28216|80840|995019|40544|437898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	2|1224|28216|206351	3.74117	6.84021	3.81002	9.73181	8.87759	22.29646	11.90527	10.31552	2.58642	13.77371	0	7.49478	0	0	0.11506	17.98606	0.1173	0.31507	9.80843	0.64892	9.20648	0	24.5431	1.51784	0.3026	23.77607	12.44093	9.06886	7.53853	0	0	1.06363	3.78616	0	7.33174	3.32682	2.0998	5.81689	0.10968	2.04249	10.34351	0	0	0.70325	32.50388	0	0	0	2.57137	0.8747	0.64896	0.67908	0	0	0	0.83395	9.60441	8.6365	3.01828	0	1.60174	0.30143	9.61026	12.76846	0.43096	0	6.61222	9.09677	8.51835	20.75782	2.24715	0	0	0.22352	0	0	7.73076	9.84293	27.8085	9.04597	0	0	31.1644	0.30557	0	0	0	0.92156	2.01394	8.35657	0.34476	1.49534	0	1.34984	2.4348	0.27623	0.13243	5.29328	6.23265	0	0	10.46608	0	0	1.65489	0	0.54695	0	0	0	0	0	20.26572	0.75281	0	0	6.22127	1.11817	0	7.48094	0.46369	1.2174	4.59366	46.29588	9.76339	10.80517	5.39104	9.2207	38.11975	28.19493	0.36309	21.89407	13.4777	1.64612	28.41131	0	4.32048	0.08698	6.3883	0.55246	0	0.67624	5.61754	20.63366	1.21885	0	12.63006	0	0	0	0	0	0	33.28731	0.38228	0.31462	1.39952	1.15636	30.95619	0	0	0	19.64593	13.591	27.18716	0.25305	0	15.20447	20.90252	0.08569	19.55194	1.18384	0	20.11327	1.97412	0	22.35104	0.39944	7.46072	4.89517	0	0	0	11.2343	0	0	0.26725	0.82999	0	0	4.52132	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae	2|1224|28216|206351|481	3.74117	6.84021	3.81002	9.73181	8.87759	22.29646	11.90527	10.31552	2.58642	13.77371	0	7.49478	0	0	0.11506	17.98606	0.1173	0.31507	9.80843	0.64892	9.20648	0	24.5431	1.51784	0.3026	23.77607	12.44093	9.06886	7.53853	0	0	1.06363	3.78616	0	7.33174	3.32682	2.0998	5.81689	0.10968	2.04249	10.34351	0	0	0.70325	32.50388	0	0	0	2.57137	0.8747	0.64896	0.67908	0	0	0	0.83395	9.60441	8.6365	3.01828	0	1.60174	0.30143	9.61026	12.76846	0.43096	0	6.61222	9.09677	8.51835	20.75782	2.24715	0	0	0.22352	0	0	7.73076	9.84293	27.8085	9.04597	0	0	31.1644	0.30557	0	0	0	0.92156	2.01394	8.35657	0.34476	1.49534	0	1.34984	2.4348	0.27623	0.13243	5.29328	6.23265	0	0	10.46608	0	0	1.65489	0	0.54695	0	0	0	0	0	20.26572	0.75281	0	0	6.22127	1.11817	0	7.48094	0.46369	1.2174	4.59366	46.29588	9.76339	10.80517	5.39104	9.2207	38.11975	28.19493	0.36309	21.89407	13.4777	1.64612	28.41131	0	4.32048	0.08698	6.3883	0.55246	0	0.67624	5.61754	20.63366	1.21885	0	12.63006	0	0	0	0	0	0	33.28731	0.38228	0.31462	1.39952	1.15636	30.95619	0	0	0	19.64593	13.591	27.18716	0.25305	0	15.20447	20.90252	0.08569	19.55194	1.18384	0	20.11327	1.97412	0	22.35104	0.39944	7.46072	4.89517	0	0	0	11.2343	0	0	0.26725	0.82999	0	0	4.52132	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Eikenella	2|1224|28216|206351|481|538	1.64829	2.39588	0.44855	3.52943	0.92793	4.04611	5.52788	0.28751	0	0.50212	0	0.07978	0	0	0	0	0	0	0.32823	0	3.77924	0	1.38619	0	0	0.48142	1.77399	0.03131	0.10549	0	0	0	0	0	0.82115	0.19715	0.50218	2.44073	0	0.43174	2.88391	0	0	0.32544	0.05542	0	0	0	1.56271	0	0.64896	0.12561	0	0	0	0.01691	0.09465	0.3338	0	0	0	0.07897	0	6.0574	0	0	0.34954	1.01868	0	0.63938	1.17273	0	0	0.02189	0	0	0.11908	0	12.53964	0.28845	0	0	0	0.30557	0	0	0	0.83274	1.43162	3.76108	0.34476	1.38477	0	0.82486	0.2985	0.27623	0	0.59759	1.74494	0	0	2.68953	0	0	0.56096	0	0	0	0	0	0	0	3.9997	0.75281	0	0	0.58155	1.11817	0	3.16841	0.26713	0.28383	1.17151	3.09083	1.26668	2.65654	1.1547	3.74335	4.83255	4.0815	0.19338	3.20041	9.26276	0.08805	12.63987	0	3.38191	0.01724	0	0	0	0.11857	0	0	0	0	0	0	0	0	0	0	0	2.92076	0.13331	0	0.18123	0.56761	0.4046	0	0	0	11.8406	1.58187	3.61832	0	0	0.10038	0	0.08569	0.32277	0	0	0.56425	0	0	1.17544	0	0	0	0	0	0	8.15147	0	0	0	0.3436	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Eikenella|s__Eikenella_corrodens	2|1224|28216|206351|481|538|539	1.4835	2.27113	0.44855	2.28047	0.8948	2.98613	3.40358	0.28751	0	0.50212	0	0.07978	0	0	0	0	0	0	0.32823	0	2.45308	0	1.38619	0	0	0.48142	1.74974	0.03131	0.10549	0	0	0	0	0	0.82115	0.19715	0.50218	2.44073	0	0.43174	2.88391	0	0	0.32544	0.05542	0	0	0	1.29453	0	0.64896	0.12561	0	0	0	0.01691	0.09465	0.3338	0	0	0	0.07897	0	6.0574	0	0	0.34954	0.89295	0	0.63938	1.17273	0	0	0.02189	0	0	0.11908	0	6.70351	0.28845	0	0	0	0.30557	0	0	0	0.83274	1.43162	2.60474	0.34476	1.38477	0	0.82486	0.2985	0.27623	0	0.59759	1.74494	0	0	2.08781	0	0	0.56096	0	0	0	0	0	0	0	3.45625	0.75281	0	0	0.58155	1.11817	0	3.09851	0.21348	0.28383	1.1169	2.40922	1.2387	2.1104	0.77252	1.58294	4.83255	4.0815	0.19338	3.20041	9.26276	0.08805	8.81493	0	2.84579	0.01724	0	0	0	0.11857	0	0	0	0	0	0	0	0	0	0	0	2.17984	0.13331	0	0.18123	0.56761	0.4046	0	0	0	8.0345	0.94372	3.61832	0	0	0.10038	0	0.08569	0.32277	0	0	0.56425	0	0	1.17544	0	0	0	0	0	0	8.15147	0	0	0	0.3436	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Eikenella|s__Eikenella_sp_NML130454	2|1224|28216|206351|481|538|1795832	0.16478	0.12474	0	1.24897	0.03313	1.05998	2.1243	0	0	0	0	0	0	0	0	0	0	0	0	0	1.32616	0	0	0	0	0	0.02425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12572	0	0	0	0	0	0	0	0	0	0	5.83613	0	0	0	0	0	0	0	0	0	0	1.15634	0	0	0	0	0	0	0	0	0	0	0	0.60172	0	0	0	0	0	0	0	0	0	0	0.54345	0	0	0	0	0	0	0.0699	0.05364	0	0.05461	0.68161	0.02798	0.54614	0.38218	2.16041	0	0	0	0	0	0	3.82494	0	0.53612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.74092	0	0	0	0	0	0	0	0	3.8061	0.63815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Kingella	2|1224|28216|206351|481|32257	0	0.23763	0.16824	0.478	0.7402	0	0.26097	0.19755	0	0	0	0.2598	0	0	0	1.99367	0	0	0	0	0.18625	0	2.63719	0	0	0.94549	0	0	0.20293	0	0	0	0	0	0.06403	0	0	0	0	0	0	0	0	0	0.1862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33243	0	0	0	0	0.44102	0	0.24863	0	0	0	0	0	0	0.24314	0	1.42388	0	0	0	0.79639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.80344	0	0	0	0	0	0	0	0.11026	0.0176	0.20818	3.08343	0.40349	1.01794	0.02336	0	1.16641	0.05428	0	0.09491	0	0	0	0	0	0	0	0	0	0	0	0.09302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35354	0	0	0	0	0.0342	0	0	0	0	0	0	0.23524	0	0	0.21833	0	0	0.2057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Kingella|s__Kingella_denitrificans	2|1224|28216|206351|481|32257|502	0	0	0	0.478	0.72676	0	0.26097	0.15529	0	0	0	0.2598	0	0	0	1.99367	0	0	0	0	0.18625	0	2.63719	0	0	0.94549	0	0	0.20293	0	0	0	0	0	0.06403	0	0	0	0	0	0	0	0	0	0.1862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33243	0	0	0	0	0.44102	0	0.24863	0	0	0	0	0	0	0.24314	0	1.42388	0	0	0	0.79639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.80344	0	0	0	0	0	0	0	0	0.0176	0.20818	3.01196	0.17872	0.01476	0.02336	0	1.16641	0.05428	0	0.09491	0	0	0	0	0	0	0	0	0	0	0	0.09302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35354	0	0	0	0	0.0342	0	0	0	0	0	0	0.23524	0	0	0.21833	0	0	0.2057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Kingella|s__Kingella_oralis	2|1224|28216|206351|481|32257|505	0	0.23763	0.16824	0	0.01344	0	0	0.04226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11026	0	0	0.07147	0.22477	1.00319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Morococcus	2|1224|28216|206351|481|212742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.66137	0	0	0	0	0.37042	0	0	0	0.40473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.80608	0	0	0	2.10757	0	0	0	0	0	1.44208	0	0	0	0	0	0	0	0	1.28824	0	0.47972	0	0	3.52657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.42221	0	0	0	0	0	0	0	0	0	0	0.16882	0	0.40647	0	0	0	0	0	0	0	0	0	0	0.89585	0	0	0	0	0	0	1.7089	0	0	0	0	1.10982	0	0	0	0	0	0	0	0	0	0	0.75347	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Morococcus|s__Morococcus_cerebrosus	2|1224|28216|206351|481|212742|1056807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.66137	0	0	0	0	0.37042	0	0	0	0.40473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.80608	0	0	0	2.10757	0	0	0	0	0	1.44208	0	0	0	0	0	0	0	0	1.28824	0	0.47972	0	0	3.52657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.42221	0	0	0	0	0	0	0	0	0	0	0.16882	0	0.40647	0	0	0	0	0	0	0	0	0	0	0.89585	0	0	0	0	0	0	1.7089	0	0	0	0	1.10982	0	0	0	0	0	0	0	0	0	0	0.75347	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria	2|1224|28216|206351|481|482	2.09288	4.2067	3.19324	5.72438	7.20945	18.25035	6.11643	9.83046	2.58642	13.2716	0	7.1552	0	0	0.11506	15.99239	0.1173	0.31507	9.48021	0.64892	5.24098	0	20.51972	0.85647	0.3026	22.34917	10.66694	9.03754	6.85969	0	0	1.06363	3.38143	0	6.44656	3.12967	1.59762	3.37616	0.10968	1.61076	7.45959	0	0	0.37781	32.26227	0	0	0	1.00866	0.8747	0	0.55346	0	0	0	0.81704	9.50977	8.3027	2.2122	0	1.60174	0.22245	7.17026	6.71107	0.43096	0	6.26268	7.63708	7.07627	19.8698	1.07442	0	0	0.20162	0	0	7.36853	8.55469	13.84497	8.27781	0	0	26.84144	0	0	0	0	0.08882	0.58232	4.59549	0	0.11057	0	0.52498	2.13631	0	0.13243	4.69569	4.48771	0	0	7.77655	0	0	1.09393	0	0.54695	0	0	0	0	0	15.46259	0	0	0	5.63971	0	0	4.31253	0.0863	0.91598	3.21397	40.12162	8.09321	7.13069	4.21298	5.47735	32.12079	24.05914	0.16971	18.59875	4.21494	1.55807	15.77144	0	0.93857	0.06973	6.3883	0.55246	0	0.55767	5.61754	19.11843	1.21885	0	12.63006	0	0	0	0	0	0	30.36655	0.08015	0.31462	0.81182	0.58875	30.19805	0	0	0	7.80533	11.97492	23.56885	0.25305	0	14.20825	20.90252	0	18.99394	1.18384	0	19.33069	0.26522	0	20.9699	0.39944	7.46072	3.78535	0	0	0	3.08282	0	0	0.26725	0.48639	0	0	3.76785	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_bacilliformis	2|1224|28216|206351|481|482|267212	0.36627	0.51412	0.84165	0.03856	0	2.60922	0.58568	0.0292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.13507	2.34842	0.92546	0.55858	0	0	0	0	0	0	0	0	0	0.29535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2993	0	0	0	0	0	0	0	0
